,beds,full_baths,sqft,year_built,list_price,price_per_sqft
2783,4.0,3.0,2300.0,1899.0,2100000.0,913.0
2787,6.0,3.0,3490.0,1960.0,1299000.0,372.0
2788,6.0,6.0,6290.0,1952.0,3400000.0,541.0
2789,2.0,2.0,55300.0,1964.0,5827000.0,105.0
2790,1.0,1.0,750.0,1952.0,395000.0,527.0
2791,5.0,5.0,3585.0,2006.0,7950000.0,2218.0
2793,1.0,2.0,852.0,1904.0,195000.0,229.0
2796,1.0,1.0,790.0,1958.0,270000.0,342.0
2797,2.0,1.0,1056.0,2022.0,850000.0,805.0
2800,1.0,1.0,900.0,1957.0,375000.0,417.0
2801,3.0,1.0,2700.0,1935.0,1399999.0,519.0
2802,1.0,1.0,909.0,2004.0,788000.0,867.0
2803,2.0,1.0,950.0,1952.0,340000.0,358.0
2805,3.0,1.0,1984.0,1925.0,1999999.0,1008.0
2807,2.0,1.0,1120.0,1988.0,519000.0,463.0
2808,7.0,5.0,6087.0,2016.0,2780000.0,457.0
2810,12.0,4.0,2869.0,1910.0,2599000.0,906.0
2811,2.0,1.0,850.0,1952.0,219000.0,258.0
2812,2.0,2.0,2200.0,1952.0,1250000.0,568.0
2813,0.0,1.0,500.0,1961.0,185000.0,370.0
2814,3.0,3.0,3011.0,1924.0,6995000.0,2323.0
2815,5.0,1.0,1250.0,1920.0,399000.0,319.0
2817,7.0,4.0,2300.0,2008.0,899999.0,391.0
2820,4.0,1.0,3000.0,2024.0,1379999.0,460.0
2822,4.0,1.0,3000.0,2024.0,1379999.0,460.0
2826,1.0,1.0,814.0,2007.0,1360000.0,1671.0
2827,3.0,1.0,2856.0,1920.0,729000.0,255.0
2830,1.0,1.0,982.0,2010.0,1575000.0,1604.0
2831,1.0,1.0,605.0,1978.0,899000.0,1486.0
2832,2.0,1.0,900.0,1984.0,129900.0,144.0
2833,12.0,10.0,11638.0,1901.0,29200000.0,2509.0
2835,1.0,1.0,675.0,1955.0,235000.0,348.0
2836,2.0,1.0,660.0,1969.0,265000.0,402.0
2837,2.0,1.0,880.0,1946.0,529000.0,601.0
2838,3.0,1.0,1440.0,1991.0,528000.0,367.0
2839,5.0,3.0,1966.0,1930.0,849900.0,432.0
2841,2.0,2.0,998.0,2023.0,1150000.0,1152.0
2842,5.0,3.0,2000.0,1925.0,1999000.0,1000.0
2843,1.0,1.0,577.0,1988.0,399000.0,692.0
2846,5.0,2.0,2310.0,2004.0,3800000.0,1645.0
2848,3.0,3.0,2509.0,1983.0,7700000.0,3069.0
2849,2.0,2.0,1035.0,1978.0,1690000.0,1633.0
2850,3.0,3.0,2580.0,1983.0,9495000.0,3680.0
2852,1.0,1.0,952.0,1952.0,950000.0,998.0
2853,10.0,5.0,5775.0,1952.0,3790000.0,656.0
2859,1.0,1.0,650.0,2015.0,460000.0,708.0
2860,4.0,2.0,2244.0,1940.0,650000.0,290.0
2861,4.0,2.0,1540.0,1920.0,769000.0,499.0
2864,2.0,1.0,850.0,1932.0,215000.0,253.0
2866,3.0,1.0,1200.0,1962.0,475000.0,396.0
2869,3.0,2.0,1426.0,2023.0,2395000.0,1680.0
2870,3.0,2.0,1376.0,2023.0,1995000.0,1450.0
2871,3.0,2.0,1376.0,2023.0,2295000.0,1668.0
2872,2.0,1.0,1071.0,1924.0,925000.0,864.0
2874,4.0,4.0,3655.0,2016.0,9500000.0,2599.0
2875,3.0,3.0,1950.0,1963.0,1950000.0,1000.0
2876,2.0,1.0,1200.0,1952.0,529000.0,441.0
2880,7.0,6.0,9447.0,2004.0,6900000.0,730.0
2881,1.0,1.0,943.0,1921.0,750000.0,795.0
2883,0.0,1.0,600.0,1955.0,115000.0,192.0
2884,1.0,1.0,750.0,1962.0,290000.0,387.0
2885,0.0,1.0,601.0,1986.0,725000.0,1206.0
2886,2.0,2.0,2200.0,1920.0,1250000.0,568.0
2887,3.0,1.0,1308.0,1930.0,775000.0,593.0
2889,6.0,5.0,4796.0,2023.0,1599000.0,333.0
2891,2.0,1.0,850.0,1960.0,219000.0,258.0
2892,5.0,2.0,2080.0,1899.0,949500.0,456.0
2893,11.0,2.0,3533.0,1899.0,1300000.0,368.0
2894,3.0,1.0,1116.0,1986.0,525000.0,470.0
2896,2.0,2.0,1200.0,2018.0,765000.0,638.0
2897,2.0,2.0,2010.0,1984.0,2399000.0,1194.0
2899,2.0,3.0,1804.0,1920.0,3995000.0,2215.0
2901,2.0,2.0,1400.0,1958.0,1495000.0,1068.0
2902,2.0,2.0,1393.0,1931.0,2830000.0,2032.0
2903,0.0,1.0,446.0,1990.0,550000.0,1233.0
2904,4.0,3.0,2468.0,2022.0,5990000.0,2427.0
2905,1.0,1.0,1000.0,1956.0,1365000.0,1365.0
2908,2.0,1.0,850.0,1952.0,219000.0,258.0
2909,7.0,5.0,6800.0,1910.0,10880000.0,1600.0
2911,3.0,1.0,1404.0,1992.0,536000.0,382.0
2912,1.0,1.0,800.0,1957.0,360000.0,450.0
2914,8.0,5.0,5500.0,2010.0,4190000.0,762.0
2916,8.0,3.0,2352.0,1995.0,1100000.0,468.0
2918,3.0,2.0,2100.0,1930.0,1499000.0,714.0
2921,3.0,1.0,1944.0,1965.0,625000.0,322.0
2922,4.0,4.0,3032.0,1986.0,3499000.0,1154.0
2923,1.0,1.0,607.0,2011.0,595000.0,980.0
2925,4.0,1.0,2548.0,1963.0,999999.0,392.0
2926,3.0,2.0,1986.0,1935.0,949000.0,478.0
2929,3.0,2.0,1779.0,2007.0,699000.0,393.0
2931,3.0,3.0,493.0,1920.0,1799999.0,3651.0
2932,3.0,2.0,1600.0,1952.0,800000.0,500.0
2935,4.0,1.0,1684.0,2001.0,635000.0,377.0
2936,2.0,2.0,1200.0,1989.0,1875000.0,1563.0
2937,4.0,1.0,1684.0,2001.0,635000.0,377.0
2938,3.0,2.0,1672.0,1940.0,1288888.0,771.0
2939,7.0,5.0,2418.0,1925.0,1699900.0,703.0
2941,1.0,1.0,769.0,1950.0,564900.0,735.0
2942,2.0,1.0,896.0,1945.0,645000.0,720.0
2943,4.0,3.0,5380.0,2001.0,16500000.0,3067.0
2945,2.0,2.0,1312.0,1999.0,1895000.0,1444.0
2946,0.0,1.0,1200.0,1904.0,2699000.0,2249.0
2948,3.0,2.0,1854.0,1930.0,1250000.0,674.0
2949,5.0,3.0,1814.0,1920.0,900000.0,496.0
2952,3.0,3.0,1199.0,1989.0,599000.0,500.0
2953,1.0,1.0,1000.0,1936.0,1100000.0,1100.0
2954,2.0,1.0,1000.0,1958.0,475000.0,475.0
2955,4.0,4.0,5150.0,2004.0,2480000.0,482.0
2957,2.0,1.0,821.0,2010.0,565000.0,688.0
2959,4.0,2.0,1436.0,1952.0,1099000.0,765.0
2961,9.0,6.0,3141.0,2006.0,965000.0,307.0
2962,7.0,5.0,1847.0,1930.0,1150000.0,623.0
2963,2.0,2.0,1058.0,1999.0,680000.0,643.0
2968,4.0,3.0,1600.0,1901.0,365000.0,228.0
2970,4.0,2.0,2640.0,2005.0,989000.0,375.0
2972,3.0,1.0,1690.0,1976.0,649000.0,384.0
2973,3.0,1.0,1690.0,1976.0,649000.0,384.0
2976,1.0,1.0,818.0,2006.0,508000.0,621.0
2977,2.0,2.0,2322.0,1940.0,849000.0,366.0
2978,5.0,3.0,1700.0,1920.0,855000.0,503.0
2980,0.0,1.0,550.0,1963.0,530000.0,964.0
2983,4.0,2.0,2365.0,1940.0,849000.0,359.0
2985,5.0,4.0,3773.0,1980.0,1599999.0,424.0
2987,5.0,4.0,4108.0,1960.0,999900.0,243.0
2989,3.0,2.0,1727.0,1945.0,679000.0,393.0
2990,3.0,3.0,1656.0,1952.0,849000.0,513.0
2992,4.0,3.0,2238.0,1952.0,3250000.0,1452.0
2993,3.0,2.0,1756.0,2022.0,2000000.0,1139.0
2995,1.0,1.0,742.0,1961.0,850000.0,1146.0
2996,4.0,2.0,1700.0,1920.0,1399000.0,823.0
2997,2.0,1.0,1170.0,1964.0,598000.0,511.0
2998,1.0,1.0,764.0,1929.0,895000.0,1171.0
2999,6.0,4.0,4900.0,1920.0,1775000.0,362.0
3000,2.0,2.0,1292.0,2005.0,1000000.0,774.0
3001,3.0,2.0,1705.0,1899.0,2350000.0,1378.0
3002,2.0,2.0,826.0,2023.0,1980000.0,2397.0
3003,2.0,2.0,826.0,2023.0,1738000.0,2104.0
3005,0.0,1.0,600.0,1961.0,248000.0,413.0
3007,1.0,1.0,529.0,2023.0,1231200.0,2327.0
3008,1.0,1.0,716.0,2023.0,1539000.0,2149.0
3009,1.0,2.0,616.0,2023.0,1428000.0,2318.0
3010,1.0,1.0,619.0,2023.0,1398000.0,2258.0
3011,3.0,2.0,1515.0,2020.0,3295000.0,2175.0
3012,4.0,3.0,2678.0,1925.0,1220000.0,456.0
3015,3.0,2.0,1596.0,1920.0,628800.0,394.0
3018,4.0,2.0,1800.0,1920.0,659000.0,366.0
3020,5.0,5.0,5276.0,1883.0,11500000.0,2180.0
3022,0.0,1.0,600.0,1961.0,248000.0,413.0
3023,3.0,2.0,1280.0,1925.0,620000.0,484.0
3024,4.0,2.0,1348.0,1920.0,749000.0,556.0
3025,4.0,3.0,1410.0,1980.0,798000.0,566.0
3027,3.0,1.0,1424.0,2007.0,759000.0,533.0
3028,3.0,2.0,1682.0,1952.0,2500000.0,1486.0
3029,1.0,1.0,800.0,1958.0,335000.0,419.0
3030,1.0,1.0,740.0,1962.0,250000.0,338.0
3032,1.0,1.0,663.0,2008.0,598000.0,902.0
3034,3.0,2.0,1760.0,1945.0,769900.0,437.0
3038,3.0,1.0,1332.0,1955.0,880000.0,661.0
3041,2.0,1.0,950.0,1952.0,250000.0,263.0
3042,4.0,3.0,2079.0,2020.0,3250000.0,1563.0
3043,4.0,3.0,2120.0,2020.0,3550000.0,1675.0
3044,3.0,3.0,2001.0,2020.0,3800000.0,1899.0
3045,3.0,2.0,1687.0,2020.0,2800000.0,1660.0
3047,0.0,1.0,500.0,1952.0,229000.0,458.0
3048,1.0,1.0,715.0,1912.0,2275.0,3.0
3049,4.0,4.0,2435.0,1927.0,5995000.0,2462.0
3050,2.0,2.0,1243.0,2020.0,1750000.0,1408.0
3051,1.0,1.0,1115.0,1966.0,450000.0,404.0
3053,2.0,2.0,2300.0,1960.0,1100000.0,478.0
3054,3.0,1.0,1288.0,1965.0,449000.0,349.0
3055,2.0,1.0,825.0,1950.0,495000.0,600.0
3057,1.0,1.0,995.0,1927.0,1625000.0,1633.0
3058,1.0,1.0,800.0,1963.0,220000.0,275.0
3060,3.0,2.0,1779.0,2007.0,699000.0,393.0
3061,1.0,1.0,900.0,1957.0,98500.0,109.0
3062,1.0,1.0,901.0,1964.0,550000.0,610.0
3063,4.0,1.0,2880.0,1989.0,2388888.0,829.0
3064,3.0,1.0,1100.0,1952.0,250000.0,227.0
3065,2.0,1.0,862.0,1920.0,639000.0,741.0
3066,1.0,1.0,850.0,1952.0,285000.0,335.0
3067,3.0,2.0,1522.0,1920.0,650000.0,427.0
3068,6.0,6.0,5148.0,1963.0,2290000.0,445.0
3069,2.0,1.0,990.0,2012.0,1650000.0,1667.0
3070,8.0,4.0,3600.0,2000.0,1299999.0,361.0
3071,1.0,1.0,750.0,1953.0,250000.0,333.0
3072,2.0,1.0,1184.0,1915.0,629000.0,531.0
3073,5.0,4.0,4296.0,1887.0,5495000.0,1279.0
3075,4.0,3.0,1836.0,1960.0,819000.0,446.0
3076,3.0,1.0,1700.0,1976.0,649000.0,382.0
3077,4.0,1.0,2016.0,1965.0,898000.0,445.0
3078,2.0,2.0,997.0,2020.0,1969000.0,1975.0
3079,2.0,2.0,996.0,2020.0,2250000.0,2259.0
3082,2.0,1.0,1155.0,2022.0,1549000.0,1341.0
3083,4.0,1.0,1436.0,1915.0,1099000.0,765.0
3086,3.0,1.0,1700.0,1976.0,649000.0,382.0
3087,2.0,1.0,1080.0,1950.0,1199000.0,1110.0
3088,2.0,2.0,1229.0,1952.0,1530000.0,1245.0
3089,4.0,5.0,4878.0,2024.0,35000000.0,7175.0
3090,2.0,2.0,1347.0,2019.0,2825000.0,2097.0
3091,2.0,1.0,650.0,1907.0,629000.0,968.0
3092,3.0,2.0,2263.0,1930.0,3695000.0,1633.0
3093,2.0,1.0,850.0,1963.0,380000.0,447.0
3094,11.0,3.0,3600.0,1952.0,1550000.0,431.0
3095,2.0,2.0,732.0,2023.0,750000.0,1025.0
3098,5.0,3.0,2487.0,1930.0,900000.0,362.0
3099,7.0,2.0,3240.0,1905.0,1880000.0,580.0
3100,26.0,12.0,10000.0,1910.0,2500000.0,250.0
3101,1.0,1.0,574.0,2019.0,599000.0,1044.0
3102,2.0,1.0,950.0,1950.0,349000.0,367.0
3103,2.0,1.0,1102.0,1996.0,319000.0,289.0
3104,2.0,3.0,1802.0,1842.0,3150000.0,1748.0
3105,6.0,2.0,2678.0,1920.0,799000.0,298.0
3106,5.0,3.0,1750.0,1950.0,1300000.0,743.0
3107,2.0,2.0,1680.0,1930.0,749000.0,446.0
3109,2.0,1.0,900.0,1952.0,238900.0,265.0
3110,1.0,1.0,1058.0,1983.0,1595000.0,1508.0
3111,3.0,2.0,1650.0,1931.0,2475000.0,1500.0
3112,6.0,2.0,3524.0,1930.0,959000.0,272.0
3115,4.0,2.0,1122.0,1945.0,599999.0,535.0
3118,1.0,1.0,902.0,1905.0,1485000.0,1646.0
3122,2.0,2.0,1088.0,2006.0,1875000.0,1723.0
3123,3.0,3.0,3273.0,2020.0,6995000.0,2137.0
3124,16.0,8.0,8407.0,1931.0,3500000.0,416.0
3125,3.0,3.0,2075.0,2019.0,4250000.0,2048.0
3126,1.0,1.0,535.0,2023.0,520000.0,972.0
3127,4.0,3.0,2117.0,1911.0,4190000.0,1979.0
3129,3.0,2.0,1773.0,2006.0,1795000.0,1012.0
3130,2.0,2.0,1197.0,2007.0,1850000.0,1546.0
3131,2.0,2.0,1600.0,1916.0,1350000.0,844.0
3132,2.0,2.0,1650.0,1910.0,1995000.0,1209.0
3135,2.0,2.0,966.0,2007.0,1575000.0,1630.0
3136,1.0,1.0,1250.0,1842.0,895000.0,716.0
3137,4.0,5.0,3795.0,2001.0,8350000.0,2200.0
3139,2.0,2.0,1200.0,1965.0,839000.0,699.0
3141,3.0,2.0,1039.0,1980.0,2045000.0,1968.0
3143,1.0,1.0,650.0,1967.0,725000.0,1115.0
3144,4.0,3.0,2350.0,1966.0,2675000.0,1138.0
3145,0.0,1.0,663.0,1929.0,515000.0,777.0
3146,1.0,1.0,869.0,2020.0,1275000.0,1467.0
3147,1.0,1.0,900.0,1952.0,220000.0,244.0
3148,2.0,2.0,1377.0,1897.0,3995000.0,2901.0
3149,4.0,2.0,1874.0,1925.0,1099999.0,587.0
3151,2.0,1.0,1194.0,2023.0,995000.0,833.0
3153,3.0,4.0,3596.0,2020.0,8495000.0,2362.0
3154,3.0,3.0,1352.0,2023.0,2425000.0,1794.0
3155,2.0,2.0,1422.0,2019.0,3995000.0,2809.0
3156,3.0,2.0,1350.0,1962.0,725000.0,537.0
3157,3.0,3.0,2400.0,1932.0,3600000.0,1500.0
3159,0.0,1.0,804.0,2008.0,649000.0,807.0
3160,0.0,1.0,410.0,1931.0,569000.0,1388.0
3162,2.0,2.0,1140.0,1960.0,1300000.0,1140.0
3164,3.0,2.0,1547.0,2020.0,2485000.0,1606.0
3165,2.0,2.0,1131.0,2020.0,1850000.0,1636.0
3166,3.0,3.0,2115.0,2019.0,3950000.0,1868.0
3167,4.0,4.0,4202.0,2017.0,18500000.0,4403.0
3170,1.0,1.0,869.0,2020.0,1365000.0,1571.0
3172,3.0,2.0,1700.0,2023.0,3990000.0,2347.0
3173,2.0,1.0,851.0,1952.0,250000.0,294.0
3174,1.0,1.0,6500.0,1960.0,4700000.0,723.0
3175,1.0,1.0,778.0,2021.0,1465000.0,1883.0
3177,1.0,1.0,854.0,1952.0,205000.0,240.0
3178,3.0,3.0,2061.0,2019.0,3995000.0,1938.0
3179,2.0,2.0,1086.0,2020.0,1750000.0,1611.0
3182,2.0,1.0,886.0,1920.0,497750.0,562.0
3183,1.0,1.0,950.0,1975.0,725000.0,763.0
3184,1.0,2.0,1627.0,1930.0,1695000.0,1042.0
3185,3.0,4.0,5170.0,1952.0,2925000.0,566.0
3187,2.0,1.0,796.0,1980.0,1588000.0,1995.0
3188,2.0,2.0,2208.0,2006.0,4895000.0,2217.0
3189,3.0,2.0,1174.0,1987.0,1500000.0,1278.0
3190,4.0,4.0,2603.0,1988.0,4250000.0,1633.0
3191,4.0,4.0,4000.0,1985.0,6500000.0,1625.0
3192,1.0,1.0,860.0,2020.0,1295000.0,1506.0
3194,2.0,2.0,1025.0,2014.0,950000.0,927.0
3195,4.0,4.0,3357.0,2020.0,6750000.0,2011.0
3196,4.0,3.0,2863.0,2023.0,8525000.0,2978.0
3198,4.0,4.0,3289.0,2020.0,4950000.0,1505.0
3199,2.0,2.0,1300.0,2023.0,2850000.0,2192.0
3202,3.0,3.0,1663.0,2007.0,2825000.0,1699.0
3203,2.0,2.0,1337.0,1986.0,1895000.0,1417.0
3204,2.0,2.0,1182.0,1975.0,1350000.0,1142.0
3210,2.0,2.0,1046.0,2003.0,995000.0,951.0
3211,2.0,2.0,1292.0,2004.0,1899000.0,1470.0
3212,1.0,1.0,723.0,1990.0,975000.0,1349.0
3214,2.0,1.0,884.0,1973.0,1249000.0,1413.0
3215,2.0,2.0,1693.0,2022.0,1250000.0,738.0
3217,2.0,3.0,1415.0,2019.0,3385000.0,2392.0
3219,2.0,2.0,1580.0,1905.0,1700000.0,1076.0
3220,1.0,1.0,938.0,1931.0,2350000.0,2505.0
3221,2.0,2.0,1690.0,2023.0,3250000.0,1923.0
3222,1.0,1.0,750.0,1964.0,724000.0,965.0
3223,1.0,1.0,730.0,1984.0,848800.0,1163.0
3224,3.0,3.0,1890.0,1961.0,2295000.0,1214.0
3226,3.0,1.0,1690.0,1920.0,1325000.0,784.0
3227,2.0,2.0,907.0,1952.0,668000.0,736.0
3228,4.0,2.0,1300.0,1920.0,650000.0,500.0
3229,5.0,3.0,1890.0,1920.0,938000.0,496.0
3230,6.0,8.0,8400.0,1878.0,24500000.0,2917.0
3231,0.0,1.0,640.0,1928.0,299000.0,467.0
3233,5.0,4.0,2600.0,2024.0,1225000.0,471.0
3236,1.0,1.0,668.0,1987.0,749000.0,1121.0
3238,3.0,3.0,2044.0,2019.0,1100000.0,538.0
3241,17.0,10.0,8100.0,1904.0,5299000.0,654.0
3242,4.0,2.0,1608.0,1952.0,1230000.0,765.0
3243,2.0,3.0,1500.0,1959.0,1250000.0,833.0
3244,2.0,1.0,1000.0,1960.0,309000.0,309.0
3245,2.0,2.0,780.0,2019.0,750000.0,962.0
3247,3.0,2.0,960.0,1965.0,774888.0,807.0
3248,4.0,2.0,1824.0,1955.0,1080000.0,592.0
3249,5.0,3.0,1916.0,1925.0,1100000.0,574.0
3250,2.0,1.0,11400.0,1931.0,2200000.0,193.0
3251,2.0,2.0,1245.0,2021.0,1795000.0,1442.0
3254,4.0,3.0,1675.0,1920.0,825000.0,493.0
3255,4.0,1.0,1800.0,1925.0,689000.0,383.0
3256,2.0,2.0,1250.0,1930.0,3750000.0,3000.0
3257,3.0,2.0,1328.0,1960.0,679000.0,511.0
3258,1.0,1.0,750.0,1975.0,620000.0,827.0
3259,2.0,1.0,830.0,1957.0,249000.0,300.0
3260,1.0,1.0,700.0,1936.0,265000.0,379.0
3263,3.0,3.0,1470.0,1935.0,615000.0,418.0
3266,1.0,1.0,731.0,1956.0,450000.0,616.0
3267,4.0,2.0,1806.0,1940.0,750000.0,415.0
3268,4.0,3.0,2702.0,1960.0,1889000.0,699.0
3272,5.0,2.0,3443.0,1955.0,788888.0,229.0
3273,4.0,2.0,1744.0,1930.0,790000.0,453.0
3274,1.0,1.0,683.0,2023.0,630000.0,922.0
3277,7.0,4.0,2650.0,1915.0,975000.0,368.0
3278,3.0,2.0,1122.0,1945.0,450000.0,401.0
3280,1.0,1.0,760.0,1961.0,298000.0,392.0
3281,2.0,1.0,816.0,1910.0,485000.0,594.0
3282,2.0,1.0,1061.0,1939.0,718000.0,677.0
3284,8.0,4.0,3116.0,1925.0,906300.0,291.0
3286,8.0,6.0,3287.0,1952.0,1398888.0,426.0
3287,6.0,4.0,2800.0,1960.0,995000.0,355.0
3288,2.0,1.0,1548.0,1960.0,849000.0,548.0
3289,3.0,3.0,2064.0,2015.0,4750000.0,2301.0
3291,1.0,1.0,800.0,1928.0,765000.0,956.0
3292,0.0,1.0,427.0,1955.0,645000.0,1511.0
3293,0.0,1.0,322.0,1926.0,525000.0,1630.0
3294,2.0,1.0,800.0,1910.0,284888.0,356.0
3297,3.0,2.0,2070.0,1930.0,999888.0,483.0
3298,3.0,3.0,1825.0,1961.0,3200000.0,1753.0
3300,2.0,2.0,1290.0,2021.0,2199000.0,1705.0
3301,4.0,6.0,9132.0,2023.0,22500000.0,2464.0
3303,3.0,1.0,1247.0,1940.0,649000.0,520.0
3307,1.0,1.0,700.0,1932.0,265000.0,379.0
3308,7.0,5.0,2920.0,1952.0,1099000.0,376.0
3309,2.0,2.0,889.0,2023.0,902000.0,1015.0
3310,2.0,2.0,880.0,2023.0,885000.0,1006.0
3312,2.0,2.0,948.0,2023.0,943000.0,995.0
3313,3.0,1.0,1740.0,1935.0,749000.0,430.0
3314,4.0,2.0,1515.0,1945.0,1199999.0,792.0
3315,2.0,2.0,770.0,2023.0,755000.0,981.0
3316,2.0,1.0,1000.0,1952.0,449000.0,449.0
3317,3.0,1.0,1150.0,1979.0,588888.0,512.0
3319,1.0,1.0,687.0,1969.0,649000.0,945.0
3321,2.0,1.0,1048.0,1920.0,465000.0,444.0
3322,4.0,2.0,1956.0,1901.0,580000.0,297.0
3323,4.0,2.0,2240.0,1970.0,879000.0,392.0
3324,3.0,2.0,1508.0,1925.0,1725000.0,1144.0
3326,1.0,1.0,678.0,2019.0,585000.0,863.0
3328,3.0,2.0,1280.0,1920.0,1150000.0,898.0
3329,0.0,2.0,1393.0,1920.0,230000.0,165.0
3330,1.0,1.0,750.0,1942.0,259000.0,345.0
3331,3.0,1.0,1260.0,1925.0,999000.0,793.0
3333,9.0,3.0,2080.0,1952.0,818000.0,393.0
3334,0.0,1.0,405.0,1930.0,549000.0,1356.0
3336,3.0,1.0,622.0,1910.0,325000.0,523.0
3337,3.0,2.0,1534.0,1960.0,599900.0,391.0
3338,1.0,1.0,760.0,1960.0,399000.0,525.0
3339,3.0,1.0,1312.0,1920.0,1250000.0,953.0
3341,6.0,3.0,3562.0,1955.0,1995000.0,560.0
3343,1.0,1.0,630.0,1952.0,952450.0,1512.0
3344,3.0,3.0,3228.0,2013.0,17750000.0,5499.0
3345,0.0,1.0,500.0,1950.0,249000.0,498.0
3346,2.0,1.0,1548.0,1960.0,849000.0,548.0
3347,1.0,1.0,730.0,1927.0,1895000.0,2596.0
3350,3.0,3.0,1140.0,2023.0,729900.0,640.0
3352,6.0,3.0,2400.0,1935.0,1150000.0,479.0
3355,1.0,1.0,550.0,1935.0,395000.0,718.0
3361,6.0,3.0,2400.0,1925.0,1600000.0,667.0
3363,4.0,2.0,1975.0,1970.0,799000.0,405.0
3365,3.0,1.0,1140.0,2023.0,729900.0,640.0
3366,2.0,2.0,1253.0,2006.0,575000.0,459.0
3368,3.0,1.0,2065.0,2018.0,699900.0,339.0
3370,2.0,1.0,886.0,1961.0,389990.0,440.0
3371,32.0,11.0,12661.0,1911.0,1600000.0,126.0
3373,3.0,1.0,1148.0,1987.0,689000.0,600.0
3375,4.0,2.0,2304.0,1940.0,250000.0,109.0
3377,3.0,1.0,1600.0,2001.0,749000.0,468.0
3378,4.0,3.0,1379.0,1940.0,728888.0,529.0
3379,2.0,1.0,880.0,1966.0,995000.0,1131.0
3383,6.0,4.0,2400.0,1910.0,1699000.0,708.0
3384,2.0,2.0,1316.0,2007.0,2295000.0,1744.0
3386,2.0,2.0,1240.0,1929.0,1389000.0,1120.0
3387,2.0,1.0,886.0,1961.0,389990.0,440.0
3388,3.0,1.0,1260.0,1925.0,999000.0,793.0
3391,3.0,2.0,1547.0,2020.0,2425000.0,1568.0
3395,4.0,3.0,1656.0,1925.0,775000.0,468.0
3396,0.0,1.0,530.0,1966.0,238000.0,449.0
3397,2.0,2.0,1058.0,1952.0,1875000.0,1772.0
3398,2.0,2.0,1253.0,2006.0,575000.0,459.0
3399,3.0,1.0,1600.0,2001.0,749000.0,468.0
3400,3.0,1.0,1344.0,1920.0,1295000.0,964.0
3401,6.0,4.0,2200.0,2023.0,799000.0,363.0
3403,12.0,7.0,5712.0,1931.0,1099000.0,192.0
3406,1.0,1.0,875.0,1965.0,359000.0,410.0
3407,2.0,2.0,1500.0,1964.0,799000.0,533.0
3413,2.0,2.0,840.0,1920.0,579000.0,689.0
3414,7.0,2.0,2400.0,1901.0,1449000.0,604.0
3416,3.0,2.0,1370.0,1950.0,948000.0,692.0
3418,6.0,5.0,2440.0,2023.0,1050000.0,430.0
3420,1.0,1.0,1017.0,1950.0,349000.0,343.0
3423,2.0,1.0,950.0,1952.0,268000.0,282.0
3424,5.0,3.0,1860.0,1955.0,1099999.0,591.0
3425,2.0,2.0,1596.0,1983.0,2450000.0,1535.0
3426,3.0,3.0,2400.0,1940.0,1249000.0,520.0
3427,3.0,1.0,1250.0,1955.0,549000.0,439.0
3428,8.0,5.0,2300.0,1920.0,699000.0,304.0
3429,5.0,3.0,2880.0,1910.0,1275000.0,443.0
3430,4.0,2.0,1578.0,1960.0,1150000.0,729.0
3434,2.0,1.0,850.0,1962.0,290900.0,342.0
3435,4.0,2.0,1540.0,1920.0,760000.0,494.0
3438,2.0,2.0,1278.0,2008.0,879000.0,688.0
3440,2.0,2.0,1200.0,1929.0,1295000.0,1079.0
3441,11.0,6.0,4350.0,1974.0,1149000.0,264.0
3442,3.0,3.0,1740.0,2005.0,1899000.0,1091.0
3443,1.0,1.0,792.0,1960.0,135000.0,170.0
3445,7.0,5.0,6360.0,1930.0,5800000.0,912.0
3446,6.0,3.0,3000.0,1999.0,1400000.0,467.0
3447,0.0,1.0,512.0,1960.0,100000.0,195.0
3450,5.0,3.0,1824.0,1927.0,1369000.0,751.0
3451,2.0,1.0,673.0,1932.0,354900.0,527.0
3452,2.0,1.0,544.0,1925.0,370000.0,680.0
3454,2.0,1.0,673.0,1932.0,354900.0,527.0
3455,1.0,1.0,1060.0,2013.0,4200000.0,3962.0
3456,2.0,1.0,668.0,1932.0,450000.0,674.0
3459,8.0,8.0,4860.0,1905.0,3995000.0,822.0
3460,5.0,5.0,3384.0,2003.0,2150000.0,635.0
3461,2.0,2.0,1010.0,2023.0,1195000.0,1183.0
3462,0.0,1.0,475.0,1927.0,125000.0,263.0
3463,3.0,3.0,2100.0,1930.0,988000.0,470.0
3464,2.0,2.0,1830.0,2004.0,8575000.0,4686.0
3465,2.0,2.0,854.0,2023.0,925000.0,1083.0
3466,8.0,8.0,4860.0,1905.0,3995000.0,822.0
3469,3.0,3.0,3000.0,2001.0,5999000.0,2000.0
3470,1.0,2.0,1183.0,1956.0,1650000.0,1395.0
3472,9.0,5.0,3375.0,1929.0,1295000.0,384.0
3473,2.0,2.0,1830.0,2004.0,8575000.0,4686.0
3474,2.0,2.0,1312.0,1986.0,3150000.0,2401.0
3475,6.0,3.0,2754.0,1901.0,1699999.0,617.0
3478,2.0,2.0,1278.0,2006.0,879000.0,688.0
3479,1.0,1.0,750.0,1969.0,299000.0,399.0
3480,1.0,1.0,850.0,1960.0,249000.0,293.0
3481,4.0,2.0,1632.0,2006.0,1449000.0,888.0
3482,4.0,3.0,1912.0,1920.0,749999.0,392.0
3483,2.0,2.0,1400.0,2020.0,2420000.0,1729.0
