,beds,full_baths,sqft,year_built,list_price,price_per_sqft
8592,4.0,1.0,1652.0,1940.0,460000.0,278.0
8595,6.0,4.0,3662.0,1940.0,2700000.0,737.0
8596,3.0,1.0,2148.0,2022.0,1279000.0,595.0
8599,3.0,3.0,2300.0,1927.0,4595000.0,1998.0
8600,2.0,2.0,2206.0,2005.0,7950000.0,3604.0
8602,6.0,5.0,3550.0,2023.0,1325000.0,373.0
8603,5.0,6.0,4000.0,2023.0,2990000.0,748.0
8604,2.0,1.0,950.0,1928.0,185000.0,195.0
8605,3.0,2.0,1300.0,1961.0,478000.0,368.0
8609,3.0,2.0,1708.0,1959.0,2195000.0,1285.0
8611,2.0,2.0,1711.0,2006.0,2495000.0,1458.0
8613,1.0,1.0,700.0,1961.0,349000.0,499.0
8614,0.0,1.0,675.0,1965.0,339000.0,502.0
8615,2.0,2.0,1110.0,2022.0,2625000.0,2365.0
8616,10.0,4.0,3397.0,1899.0,1699000.0,500.0
8617,2.0,2.0,1165.0,1905.0,1795000.0,1541.0
8618,3.0,3.0,2079.0,1905.0,4475000.0,2152.0
8619,2.0,2.0,1316.0,1905.0,3500000.0,2660.0
8621,1.0,1.0,680.0,2005.0,980000.0,1441.0
8624,3.0,3.0,1850.0,1926.0,5995000.0,3241.0
8625,1.0,3.0,9120.0,1952.0,4698000.0,515.0
8627,1.0,1.0,710.0,1978.0,1095000.0,1542.0
8630,2.0,1.0,800.0,1952.0,699000.0,874.0
8633,2.0,2.0,1175.0,1952.0,1450000.0,1234.0
8635,6.0,4.0,3960.0,1899.0,3995000.0,1009.0
8636,1.0,1.0,750.0,1952.0,258888.0,345.0
8637,5.0,2.0,2280.0,1992.0,850000.0,373.0
8643,1.0,1.0,720.0,1998.0,825000.0,1146.0
8644,1.0,1.0,764.0,1930.0,1195000.0,1564.0
8645,1.0,2.0,1220.0,1928.0,1395000.0,1143.0
8646,1.0,1.0,800.0,1971.0,709000.0,886.0
8647,3.0,2.0,1352.0,1930.0,1150000.0,851.0
8648,3.0,1.0,1250.0,1964.0,645000.0,516.0
8649,3.0,3.0,6000.0,1880.0,7500000.0,1250.0
8650,1.0,1.0,1215.0,1975.0,439999.0,362.0
8651,2.0,3.0,1966.0,1985.0,3250000.0,1653.0
8652,9.0,7.0,2502.0,1901.0,2250000.0,899.0
8653,8.0,2.0,1848.0,1914.0,799000.0,432.0
8654,1.0,1.0,665.0,1949.0,324900.0,489.0
8655,0.0,2.0,1472.0,1920.0,859999.0,584.0
8657,3.0,2.0,1632.0,1924.0,1850000.0,1134.0
8658,4.0,4.0,4841.0,2016.0,12900000.0,2665.0
8659,2.0,2.0,1228.0,2021.0,1475000.0,1201.0
8660,2.0,2.0,1016.0,2021.0,1295000.0,1275.0
8661,2.0,2.0,1130.0,2006.0,1299000.0,1150.0
8662,6.0,3.0,3334.0,2000.0,2850000.0,855.0
8664,4.0,5.0,4577.0,2007.0,29800000.0,6511.0
8665,2.0,2.0,1011.0,2023.0,1100000.0,1088.0
8667,2.0,1.0,950.0,1955.0,362000.0,381.0
8671,3.0,2.0,2215.0,1987.0,7200000.0,3251.0
8673,2.0,1.0,975.0,1940.0,539500.0,553.0
8674,4.0,1.0,1680.0,1965.0,949900.0,565.0
8680,5.0,2.0,2354.0,1925.0,1895000.0,805.0
8682,1.0,1.0,875.0,2023.0,1625000.0,1857.0
8683,3.0,3.0,2662.0,2023.0,6550000.0,2461.0
8684,2.0,2.0,1188.0,2023.0,2800000.0,2357.0
8685,6.0,4.0,2280.0,1920.0,1350000.0,592.0
8686,3.0,3.0,1758.0,1991.0,739000.0,420.0
8687,2.0,1.0,960.0,1956.0,750000.0,781.0
8689,2.0,1.0,6862.0,1931.0,2100000.0,306.0
8691,1.0,1.0,875.0,1990.0,318888.0,364.0
8692,4.0,3.0,2616.0,1960.0,1599000.0,611.0
8693,3.0,1.0,1800.0,1965.0,699999.0,389.0
8694,3.0,1.0,1100.0,1957.0,568888.0,517.0
8695,2.0,2.0,825.0,1899.0,1195000.0,1448.0
8696,5.0,5.0,5475.0,2013.0,26000000.0,4749.0
8700,5.0,3.0,2226.0,1975.0,999000.0,449.0
8703,2.0,2.0,957.0,2007.0,1175000.0,1228.0
8705,4.0,2.0,1848.0,1935.0,959000.0,519.0
8707,3.0,3.0,2871.0,1915.0,10500000.0,3657.0
8708,4.0,3.0,3300.0,1935.0,1200000.0,364.0
8709,3.0,1.0,2400.0,1920.0,829000.0,345.0
8710,5.0,2.0,1584.0,1920.0,800000.0,505.0
8711,4.0,1.0,704.0,1920.0,1275000.0,1811.0
8714,1.0,1.0,700.0,1928.0,595000.0,850.0
8715,5.0,3.0,2160.0,1960.0,1388000.0,643.0
8718,2.0,2.0,1124.0,2016.0,2100000.0,1868.0
8720,3.0,2.0,1555.0,1955.0,888000.0,571.0
8722,2.0,2.0,1950.0,1972.0,1995000.0,1023.0
8725,1.0,1.0,800.0,1952.0,288000.0,360.0
8726,3.0,2.0,2240.0,1999.0,680000.0,304.0
8728,3.0,3.0,2950.0,2015.0,9995000.0,3388.0
8730,0.0,1.0,500.0,1964.0,229000.0,458.0
8732,3.0,2.0,2000.0,1987.0,2000000.0,1000.0
8733,3.0,1.0,1120.0,1952.0,839000.0,749.0
8734,0.0,1.0,550.0,1961.0,550000.0,1000.0
8736,2.0,1.0,950.0,2005.0,575000.0,605.0
8738,4.0,1.0,1840.0,1920.0,1199000.0,652.0
8740,2.0,2.0,1400.0,2007.0,1675000.0,1196.0
8741,1.0,1.0,1000.0,1958.0,649000.0,649.0
8742,2.0,2.0,1800.0,1975.0,4720000.0,2622.0
8744,3.0,3.0,1545.0,2022.0,2995000.0,1939.0
8746,7.0,4.0,3280.0,1927.0,1050000.0,320.0
8748,2.0,2.0,1705.0,1931.0,6600000.0,3871.0
8749,2.0,2.0,1132.0,2014.0,2495000.0,2204.0
8752,6.0,3.0,3120.0,1910.0,1900000.0,609.0
8753,2.0,2.0,1780.0,1975.0,5000000.0,2809.0
8754,2.0,3.0,2260.0,1975.0,5000000.0,2212.0
8755,2.0,2.0,1471.0,2022.0,3200000.0,2175.0
8757,0.0,1.0,725.0,1940.0,745000.0,1028.0
8759,3.0,3.0,2150.0,2005.0,4075000.0,1895.0
8761,2.0,2.0,1731.0,1931.0,6150000.0,3553.0
8765,2.0,1.0,1080.0,1899.0,995000.0,921.0
8766,1.0,1.0,601.0,2002.0,549000.0,913.0
8768,3.0,1.0,1280.0,1920.0,689000.0,538.0
8769,17.0,13.0,11760.0,1927.0,2949999.0,251.0
8770,2.0,1.0,883.0,2006.0,689000.0,780.0
8771,9.0,4.0,3720.0,1930.0,1299000.0,349.0
8772,1.0,1.0,860.0,1962.0,318000.0,370.0
8773,3.0,2.0,2615.0,1910.0,4295000.0,1642.0
8774,2.0,2.0,1000.0,1964.0,880000.0,880.0
8776,4.0,3.0,2240.0,1925.0,1288000.0,575.0
8779,3.0,1.0,1605.0,1899.0,2475000.0,1542.0
8780,2.0,2.0,830.0,2018.0,750000.0,904.0
8781,3.0,2.0,1566.0,1960.0,1230000.0,785.0
8782,2.0,2.0,3000.0,1932.0,1999000.0,666.0
8784,1.0,1.0,937.0,1960.0,899000.0,959.0
8785,3.0,1.0,1216.0,1960.0,629000.0,517.0
8791,3.0,1.0,1470.0,1945.0,699900.0,476.0
8792,3.0,3.0,1475.0,2020.0,3495000.0,2369.0
8793,3.0,2.0,1085.0,2005.0,939000.0,865.0
8798,4.0,6.0,13000.0,1920.0,10850000.0,835.0
8799,2.0,1.0,800.0,1987.0,1099999.0,1375.0
8800,3.0,1.0,1400.0,1920.0,825000.0,589.0
8804,2.0,2.0,1150.0,1928.0,935000.0,813.0
8805,3.0,2.0,1836.0,1945.0,938000.0,511.0
8807,4.0,1.0,2548.0,1963.0,999999.0,392.0
8808,2.0,1.0,1308.0,1925.0,550000.0,420.0
8809,3.0,1.0,1184.0,1920.0,659000.0,557.0
8811,8.0,5.0,3123.0,2005.0,1175000.0,376.0
8812,1.0,1.0,784.0,1925.0,389000.0,496.0
8814,3.0,2.0,4000.0,1880.0,12500000.0,3125.0
8815,7.0,7.0,3700.0,1925.0,2499000.0,675.0
8816,3.0,4.0,2789.0,2019.0,7995000.0,2867.0
8821,0.0,1.0,600.0,1940.0,319000.0,532.0
8822,2.0,2.0,1356.0,2006.0,1880000.0,1386.0
8823,5.0,3.0,2080.0,1952.0,975000.0,469.0
8824,0.0,1.0,435.0,2008.0,799000.0,1837.0
8825,2.0,1.0,930.0,1900.0,699000.0,752.0
8826,4.0,2.0,1590.0,2000.0,1100000.0,692.0
8827,4.0,3.0,4080.0,1935.0,2850000.0,699.0
8829,4.0,2.0,1700.0,1952.0,750000.0,441.0
8830,4.0,2.0,1696.0,1952.0,825950.0,487.0
8831,0.0,2.0,3375.0,1952.0,7750000.0,2296.0
8832,2.0,1.0,788.0,1910.0,625000.0,793.0
8834,3.0,3.0,2490.0,2016.0,6999950.0,2811.0
8835,0.0,1.0,500.0,1935.0,395000.0,790.0
8836,1.0,1.0,506.0,2017.0,480000.0,949.0
8839,3.0,3.0,2134.0,2004.0,3350000.0,1570.0
8840,3.0,3.0,2750.0,2004.0,4565000.0,1660.0
8841,3.0,1.0,1100.0,1930.0,509000.0,463.0
8842,1.0,1.0,777.0,2004.0,1019900.0,1313.0
8843,2.0,2.0,1187.0,2004.0,1509900.0,1272.0
8844,2.0,2.0,1090.0,2004.0,1286200.0,1180.0
8847,4.0,2.0,1976.0,1920.0,915000.0,463.0
8850,1.0,1.0,672.0,1986.0,750000.0,1116.0
8851,5.0,3.0,2980.0,1960.0,888000.0,298.0
8852,2.0,1.0,836.0,1966.0,399000.0,477.0
8853,6.0,3.0,3210.0,1952.0,2980000.0,928.0
8857,1.0,1.0,582.0,2022.0,640200.0,1100.0
8858,2.0,1.0,836.0,1940.0,305000.0,365.0
8860,1.0,2.0,1092.0,2007.0,1925000.0,1763.0
8861,3.0,3.0,2358.0,1950.0,7995000.0,3391.0
8862,2.0,2.0,1471.0,2021.0,3200000.0,2175.0
8863,2.0,6.0,3162.0,2005.0,1050000.0,332.0
8864,3.0,1.0,1332.0,1952.0,629900.0,473.0
8865,1.0,1.0,440.0,1990.0,250000.0,568.0
8866,3.0,3.0,2542.0,2020.0,8675000.0,3413.0
8867,3.0,3.0,2062.0,1907.0,3995000.0,1937.0
8869,3.0,3.0,2983.0,1917.0,7450000.0,2497.0
8870,4.0,4.0,3120.0,1899.0,2450000.0,785.0
8871,1.0,1.0,740.0,1926.0,1299000.0,1755.0
8872,4.0,4.0,3244.0,1899.0,2600000.0,801.0
8874,4.0,3.0,3400.0,1848.0,6995000.0,2057.0
8875,2.0,1.0,897.0,1945.0,259000.0,289.0
8876,3.0,2.0,1439.0,2011.0,1150000.0,799.0
8877,4.0,3.0,3622.0,1880.0,4895000.0,1351.0
8878,1.0,1.0,1335.0,1926.0,1275000.0,955.0
8879,5.0,5.0,6500.0,1975.0,5999000.0,923.0
8880,1.0,1.0,721.0,1914.0,865000.0,1200.0
8881,2.0,2.0,1132.0,1962.0,2295000.0,2027.0
8882,1.0,1.0,724.0,2005.0,450000.0,622.0
8884,1.0,1.0,704.0,1930.0,1050000.0,1491.0
8886,2.0,2.0,1334.0,2006.0,1500000.0,1124.0
8890,1.0,1.0,914.0,2004.0,915000.0,1001.0
8891,5.0,3.0,2080.0,1930.0,1150000.0,553.0
8893,2.0,2.0,1044.0,2004.0,1148400.0,1100.0
8894,2.0,2.0,999.0,1924.0,849000.0,850.0
8898,8.0,3.0,6000.0,1952.0,2999000.0,500.0
8899,5.0,3.0,3000.0,1915.0,2050000.0,683.0
8900,3.0,3.0,2022.0,1995.0,4450000.0,2201.0
8901,13.0,6.0,4800.0,2005.0,3080000.0,642.0
8902,1.0,1.0,988.0,2020.0,1595000.0,1614.0
8903,4.0,2.0,3300.0,1912.0,5550000.0,1682.0
8905,1.0,1.0,950.0,1963.0,1145000.0,1205.0
8906,2.0,1.0,800.0,1950.0,385000.0,481.0
8907,3.0,1.0,1216.0,1930.0,749000.0,616.0
8908,1.0,1.0,1444.0,1985.0,1494000.0,1035.0
8909,2.0,1.0,776.0,2008.0,750000.0,966.0
8910,3.0,1.0,776.0,2008.0,740000.0,954.0
8911,5.0,4.0,3200.0,1905.0,3250000.0,1016.0
8913,3.0,2.0,1500.0,1970.0,758000.0,505.0
8914,2.0,1.0,867.0,1942.0,980000.0,1130.0
8915,4.0,2.0,1359.0,1925.0,850000.0,625.0
8922,4.0,2.0,1359.0,1925.0,850000.0,625.0
8924,1.0,1.0,700.0,1952.0,235000.0,336.0
8925,0.0,1.0,550.0,1955.0,210000.0,382.0
8928,3.0,2.0,1056.0,1920.0,675000.0,639.0
8929,4.0,3.0,3000.0,1993.0,875000.0,292.0
8932,3.0,1.0,2050.0,1935.0,799000.0,390.0
8934,2.0,2.0,1572.0,2006.0,2350000.0,1495.0
8937,1.0,1.0,787.0,2005.0,1025000.0,1302.0
8938,2.0,2.0,1400.0,1998.0,2340000.0,1671.0
8939,4.0,3.0,2962.0,2001.0,6200000.0,2093.0
8942,2.0,2.0,995.0,1982.0,750000.0,754.0
8943,5.0,4.0,4675.0,1910.0,3595000.0,769.0
8944,4.0,5.0,6194.0,2025.0,4999000.0,807.0
8947,0.0,1.0,500.0,1959.0,525000.0,1050.0
8951,2.0,2.0,1100.0,1952.0,589000.0,535.0
8952,1.0,1.0,700.0,1931.0,1875000.0,2679.0
8953,4.0,3.0,3720.0,2003.0,1688000.0,454.0
8954,3.0,2.0,1500.0,1950.0,1238000.0,825.0
8955,2.0,1.0,980.0,1956.0,665000.0,679.0
8956,3.0,2.0,1368.0,1945.0,948000.0,693.0
8957,0.0,1.0,650.0,1960.0,79000.0,122.0
8958,8.0,3.0,6000.0,1952.0,2999000.0,500.0
8962,3.0,2.0,1760.0,1940.0,758000.0,431.0
8963,3.0,3.0,2287.0,1924.0,4595000.0,2009.0
8964,3.0,3.0,2220.0,2022.0,5475000.0,2466.0
8965,3.0,3.0,3174.0,2004.0,6375000.0,2009.0
8966,2.0,1.0,950.0,1931.0,475000.0,500.0
8969,1.0,1.0,92655.0,1953.0,179000.0,2.0
8971,2.0,2.0,1579.0,1940.0,1500000.0,950.0
8972,4.0,2.0,1548.0,1920.0,699000.0,452.0
8973,2.0,1.0,1065.0,2012.0,988000.0,928.0
8975,1.0,1.0,750.0,1961.0,339000.0,452.0
8977,2.0,2.0,1400.0,2007.0,2600000.0,1857.0
8978,1.0,1.0,650.0,1966.0,209000.0,322.0
8979,5.0,2.0,1728.0,1930.0,1199999.0,694.0
8980,4.0,2.0,2880.0,1952.0,1325000.0,460.0
8981,5.0,4.0,3072.0,2006.0,7850000.0,2555.0
8982,16.0,3.0,3285.0,1965.0,1550000.0,472.0
8986,6.0,5.0,3184.0,2023.0,2498000.0,785.0
8987,3.0,2.0,1815.0,2023.0,3890000.0,2143.0
8988,5.0,4.0,4230.0,1905.0,16995000.0,4018.0
8989,3.0,2.0,1392.0,2023.0,2500000.0,1796.0
8990,3.0,3.0,3004.0,2014.0,7250000.0,2413.0
8991,2.0,2.0,1917.0,2021.0,2100000.0,1095.0
8992,1.0,1.0,4900.0,1955.0,2000000.0,408.0
8993,2.0,2.0,1138.0,2006.0,1200000.0,1054.0
8994,1.0,1.0,600.0,1964.0,599000.0,998.0
8997,3.0,1.0,1404.0,1955.0,675000.0,481.0
8998,3.0,2.0,2700.0,1926.0,3495000.0,1294.0
8999,2.0,1.0,1000.0,1952.0,525000.0,525.0
9001,2.0,1.0,1000.0,1935.0,379000.0,379.0
9002,1.0,1.0,530.0,2017.0,485000.0,915.0
9004,3.0,2.0,1929.0,1940.0,1895000.0,982.0
9005,3.0,2.0,2584.0,2023.0,1199900.0,464.0
9006,1.0,1.0,800.0,1931.0,279000.0,349.0
9007,2.0,3.0,1800.0,1925.0,1600000.0,889.0
9010,4.0,3.0,2250.0,2002.0,1239998.0,551.0
9011,1.0,1.0,679.0,2007.0,699000.0,1029.0
9014,8.0,3.0,3285.0,1965.0,1550000.0,472.0
9015,3.0,2.0,1289.0,2019.0,1695000.0,1315.0
9016,1.0,1.0,1100.0,1905.0,1400000.0,1273.0
9017,2.0,2.0,3120.0,1899.0,1598000.0,512.0
9018,2.0,2.0,1208.0,2010.0,1149000.0,951.0
9019,1.0,1.0,780.0,1958.0,399000.0,512.0
9023,1.0,1.0,774.0,1943.0,1125000.0,1453.0
9024,2.0,1.0,850.0,1939.0,389000.0,458.0
9025,3.0,1.0,2232.0,2002.0,899999.0,403.0
9027,3.0,2.0,1923.0,1929.0,4000000.0,2080.0
9028,2.0,2.0,1475.0,2020.0,5500000.0,3729.0
9029,3.0,1.0,1200.0,1910.0,1850000.0,1542.0
9030,1.0,1.0,850.0,1952.0,448000.0,527.0
9032,3.0,2.0,2450.0,1950.0,899000.0,367.0
9033,4.0,4.0,3579.0,2008.0,6995000.0,1954.0
9034,1.0,1.0,625.0,1890.0,215000.0,344.0
9035,1.0,1.0,630.0,1952.0,133000.0,211.0
9037,1.0,1.0,750.0,1961.0,949000.0,1265.0
9042,0.0,1.0,595.0,1864.0,833000.0,1400.0
9043,1.0,1.0,530.0,1899.0,485000.0,915.0
9044,1.0,1.0,575.0,1958.0,429000.0,746.0
9045,5.0,3.0,2652.0,1920.0,1980000.0,747.0
9047,2.0,2.0,1870.0,1940.0,2600000.0,1390.0
9049,5.0,3.0,3255.0,1930.0,1850000.0,568.0
9051,1.0,1.0,718.0,2008.0,995000.0,1386.0
9054,7.0,3.0,3375.0,1920.0,2250000.0,667.0
9055,0.0,1.0,550.0,1950.0,245000.0,445.0
9056,1.0,1.0,694.0,1966.0,275000.0,396.0
9057,3.0,1.0,866.0,2001.0,629000.0,726.0
9059,3.0,1.0,1553.0,1951.0,669999.0,431.0
9060,5.0,3.0,2560.0,1899.0,2395000.0,936.0
9061,1.0,1.0,875.0,2006.0,1150000.0,1314.0
9062,1.0,1.0,726.0,1931.0,330000.0,455.0
9063,2.0,2.0,1325.0,2005.0,1650000.0,1245.0
9065,3.0,2.0,1700.0,1916.0,1999999.0,1176.0
9069,2.0,1.0,679.0,1951.0,575000.0,847.0
9070,3.0,2.0,1200.0,1952.0,925000.0,771.0
9073,2.0,3.0,1642.0,1998.0,3395000.0,2068.0
9077,0.0,1.0,719.0,1964.0,178000.0,248.0
9078,1.0,1.0,680.0,1975.0,319000.0,469.0
9082,2.0,1.0,1000.0,1937.0,749000.0,749.0
9085,3.0,4.0,3000.0,1929.0,5900000.0,1967.0
9087,1.0,1.0,975.0,1954.0,275000.0,282.0
9089,3.0,3.0,1984.0,1960.0,925000.0,466.0
9090,4.0,3.0,4856.0,1929.0,18500000.0,3810.0
9093,3.0,1.0,1162.0,1994.0,549000.0,472.0
9094,3.0,1.0,1162.0,1994.0,549000.0,472.0
9095,4.0,2.0,3500.0,1997.0,1499999.0,429.0
9097,2.0,1.0,906.0,2016.0,539000.0,595.0
9101,9.0,3.0,2276.0,1901.0,829000.0,364.0
9102,4.0,3.0,1637.0,1955.0,1285000.0,785.0
9103,1.0,1.0,628.0,1985.0,799000.0,1272.0
9104,4.0,2.0,1624.0,1950.0,729000.0,449.0
9105,2.0,2.0,1650.0,2017.0,5450000.0,3303.0
9106,2.0,1.0,900.0,1952.0,349000.0,388.0
9107,2.0,2.0,1447.0,1999.0,2495000.0,1724.0
9108,1.0,1.0,729.0,1892.0,1295000.0,1776.0
9109,3.0,1.0,1200.0,1953.0,875000.0,729.0
9110,1.0,1.0,774.0,2007.0,1399000.0,1807.0
9111,0.0,1.0,601.0,2017.0,950000.0,1581.0
9114,2.0,2.0,1600.0,1963.0,1795000.0,1122.0
9115,0.0,1.0,509.0,1963.0,540000.0,1061.0
9117,1.0,1.0,820.0,1967.0,845000.0,1030.0
9118,1.0,1.0,822.0,1988.0,1333333.0,1622.0
9119,5.0,3.0,4270.0,2022.0,2350000.0,550.0
9120,3.0,2.0,1080.0,1930.0,1088000.0,1007.0
9121,2.0,1.0,800.0,1971.0,740000.0,925.0
9122,3.0,5.0,4600.0,2021.0,2750000.0,598.0
9123,2.0,1.0,1000.0,1958.0,375000.0,375.0
9126,6.0,3.0,3166.0,1960.0,1415000.0,447.0
9131,2.0,1.0,700.0,1912.0,369000.0,527.0
9132,5.0,5.0,2400.0,1993.0,839500.0,350.0
9133,2.0,2.0,1054.0,2008.0,720000.0,683.0
9135,3.0,1.0,1082.0,1920.0,425000.0,393.0
9136,1.0,2.0,1812.0,1900.0,1300000.0,717.0
9137,4.0,1.0,1800.0,2023.0,869999.0,483.0
9138,3.0,1.0,1560.0,2023.0,839999.0,538.0
9139,2.0,3.0,1638.0,2003.0,925000.0,565.0
9140,5.0,2.0,2200.0,2018.0,1618000.0,735.0
9141,0.0,2.0,1707.0,1915.0,2295000.0,1344.0
9143,4.0,4.0,5500.0,1922.0,4995000.0,908.0
9145,3.0,2.0,2380.0,2011.0,1275000.0,536.0
9146,4.0,2.0,2000.0,1931.0,769000.0,385.0
9147,0.0,1.0,700.0,1965.0,329000.0,470.0
9149,1.0,2.0,906.0,1988.0,1550000.0,1711.0
9151,7.0,3.0,4500.0,1910.0,2650000.0,589.0
9152,0.0,2.0,2244.0,1920.0,1599000.0,713.0
9154,4.0,1.0,1504.0,1920.0,580880.0,386.0
9155,4.0,2.0,1292.0,1915.0,559000.0,433.0
9156,1.0,1.0,440.0,1910.0,659000.0,1498.0
9157,2.0,2.0,1446.0,2006.0,2400000.0,1660.0
9159,1.0,1.0,925.0,1941.0,199900.0,216.0
9160,2.0,2.0,1818.0,1946.0,1150000.0,633.0
9161,1.0,1.0,755.0,1910.0,599000.0,793.0
9162,4.0,5.0,2736.0,1901.0,1790000.0,654.0
9164,1.0,1.0,626.0,2007.0,850000.0,1358.0
9165,6.0,6.0,4375.0,2006.0,6195000.0,1416.0
9167,2.0,2.0,906.0,2018.0,950000.0,1049.0
9168,2.0,1.0,850.0,1955.0,289000.0,340.0
9169,2.0,1.0,950.0,1952.0,368000.0,387.0
9171,1.0,1.0,800.0,1952.0,338500.0,423.0
9172,1.0,1.0,625.0,1938.0,269000.0,430.0
9173,2.0,2.0,1686.0,1920.0,2250000.0,1335.0
9176,3.0,3.0,2050.0,1940.0,1800000.0,878.0
9177,5.0,3.0,2300.0,1986.0,2695000.0,1172.0
9178,4.0,5.0,3699.0,2016.0,13500000.0,3650.0
9179,2.0,1.0,600.0,1920.0,339950.0,567.0
9182,4.0,3.0,1772.0,1935.0,799000.0,451.0
9185,1.0,1.0,795.0,1950.0,176000.0,221.0
9186,1.0,1.0,412.0,1920.0,350000.0,850.0
9191,3.0,2.0,1271.0,2023.0,1450000.0,1141.0
9192,4.0,4.0,3064.0,1995.0,8750000.0,2856.0
9193,2.0,1.0,1017.0,2023.0,1095000.0,1077.0
9195,5.0,3.0,2060.0,1910.0,1100000.0,534.0
9196,1.0,1.0,581.0,1952.0,495000.0,852.0
9197,0.0,1.0,376.0,1955.0,339000.0,902.0
9200,3.0,2.0,1510.0,1931.0,1895000.0,1255.0
9204,6.0,6.0,3600.0,1910.0,2850000.0,792.0
9205,3.0,2.0,1113.0,1910.0,1350000.0,1213.0
9209,4.0,3.0,2700.0,2006.0,988888.0,366.0
9210,3.0,2.0,1820.0,1960.0,528000.0,290.0
9211,1.0,1.0,988.0,2017.0,1595000.0,1614.0
9212,5.0,2.0,2250.0,1910.0,1299000.0,577.0
9213,6.0,2.0,2664.0,1925.0,1108900.0,416.0
9215,2.0,1.0,800.0,1940.0,389000.0,486.0
9216,3.0,1.0,1280.0,1960.0,745000.0,582.0
9218,2.0,2.0,1043.0,2018.0,1389000.0,1332.0
9219,7.0,3.0,2568.0,1920.0,1059999.0,413.0
9224,3.0,2.0,2300.0,1952.0,1800000.0,783.0
9225,1.0,1.0,730.0,1988.0,890000.0,1219.0
9226,8.0,5.0,2320.0,1952.0,969000.0,418.0
9228,2.0,1.0,925.0,1952.0,275000.0,297.0
9231,0.0,1.0,512.0,1904.0,699000.0,1365.0
9232,3.0,2.0,1400.0,1940.0,729000.0,521.0
9234,3.0,1.0,856.0,1950.0,429900.0,502.0
9235,1.0,1.0,696.0,1899.0,725000.0,1042.0
9239,0.0,1.0,630.0,1929.0,630000.0,1000.0
9240,1.0,1.0,870.0,2007.0,1250000.0,1437.0
9241,7.0,2.0,2960.0,1940.0,1149999.0,389.0
9242,7.0,2.0,2960.0,1940.0,1149999.0,389.0
9243,8.0,5.0,10940.0,1882.0,26000000.0,2377.0
9244,2.0,1.0,964.0,1985.0,340000.0,353.0
9247,7.0,2.0,2960.0,1940.0,1149999.0,389.0
9248,2.0,1.0,1089.0,1996.0,395000.0,363.0
9250,3.0,3.0,2195.0,1929.0,2200000.0,1002.0
9258,3.0,4.0,2215.0,1988.0,7995000.0,3609.0
9259,7.0,2.0,2100.0,1901.0,769000.0,366.0
9261,1.0,1.0,801.0,1931.0,1675000.0,2091.0
9265,1.0,1.0,750.0,2008.0,499000.0,665.0
9269,5.0,5.0,3928.0,1999.0,7495000.0,1908.0
9273,6.0,3.0,3000.0,2005.0,2750000.0,917.0
9276,2.0,2.0,1321.0,1879.0,669000.0,506.0
9280,1.0,1.0,990.0,2008.0,588000.0,594.0
9284,2.0,2.0,1008.0,2003.0,1495000.0,1483.0
9285,3.0,2.0,2013.0,2022.0,5750000.0,2856.0
9286,9.0,5.0,9550.0,1910.0,6995000.0,732.0
9288,1.0,1.0,691.0,1929.0,899000.0,1301.0
9289,3.0,3.0,2200.0,1928.0,2295000.0,1043.0
9290,4.0,4.0,5400.0,1925.0,8500000.0,1574.0
9291,0.0,1.0,450.0,1929.0,679000.0,1509.0
9292,1.0,1.0,708.0,2007.0,1095000.0,1547.0
9293,2.0,2.0,1348.0,2004.0,2195000.0,1628.0
9294,1.0,1.0,1100.0,1912.0,1450000.0,1318.0
9295,1.0,1.0,852.0,1966.0,649000.0,762.0
9296,2.0,2.0,1190.0,2001.0,1775000.0,1492.0
9297,4.0,4.0,4680.0,1908.0,7750000.0,1656.0
9298,2.0,2.0,1374.0,2003.0,1795000.0,1306.0
9299,2.0,1.0,1172.0,1985.0,1695000.0,1446.0
9301,2.0,2.0,900.0,2004.0,1295000.0,1439.0
9303,5.0,4.0,4184.0,1920.0,12495000.0,2986.0
9304,3.0,2.0,1399.0,2022.0,2500000.0,1787.0
9305,8.0,4.0,5000.0,1910.0,1850000.0,370.0
9308,6.0,2.0,1600.0,1960.0,698200.0,436.0
9311,1.0,1.0,850.0,1952.0,449000.0,528.0
9314,2.0,2.0,900.0,1989.0,578000.0,642.0
9316,4.0,4.0,2907.0,2000.0,9995000.0,3438.0
9317,5.0,2.0,1520.0,1930.0,1499000.0,986.0
9321,1.0,1.0,792.0,1927.0,1250000.0,1578.0
9322,3.0,2.0,1690.0,1927.0,3495000.0,2068.0
9324,2.0,1.0,925.0,1955.0,275000.0,297.0
9327,5.0,5.0,3860.0,1967.0,2500000.0,648.0
9328,5.0,5.0,5129.0,1899.0,16500000.0,3217.0
9329,3.0,1.0,1800.0,1996.0,485000.0,269.0
9331,2.0,2.0,1697.0,2014.0,899000.0,530.0
9332,2.0,1.0,1075.0,1960.0,339000.0,315.0
9334,8.0,4.0,3448.0,1970.0,1299999.0,377.0
9335,0.0,1.0,550.0,1938.0,279000.0,507.0
9337,2.0,2.0,1493.0,2001.0,2250000.0,1507.0
9338,3.0,1.0,1850.0,1899.0,3445000.0,1862.0
9340,3.0,3.0,1856.0,2002.0,3995000.0,2152.0
9341,1.0,1.0,1425.0,1882.0,1999999.0,1404.0
9342,3.0,1.0,864.0,1955.0,799000.0,925.0
9344,4.0,3.0,2487.0,2008.0,4994000.0,2008.0
