,style,street,city,zip_code,beds,full_baths,sqft,year_built,days_on_mls,list_price,price_per_sqft,year,month,day
6766,COOP,324 E 41st St,Manhattan,10017,1.0,1.0,,1928.0,88,800000.0,,2023,10,10
6767,COOP,185 W End Ave,New York,10023,0.0,1.0,550.0,1962.0,88,500000.0,909.0,2023,10,10
6768,SINGLE_FAMILY,1164 E 10th St,Brooklyn,11230,5.0,4.0,2332.0,1930.0,88,3400000.0,1458.0,2023,10,10
6769,SINGLE_FAMILY,1914 E 26th St,Brooklyn,11229,3.0,2.0,1536.0,1930.0,88,1690000.0,1100.0,2023,10,10
6770,COOP,21-20  33rd Rd,Astoria,11106,1.0,1.0,,1955.0,88,380000.0,,2023,10,10
6771,SINGLE_FAMILY,1937  81st St,Brooklyn,11214,3.0,2.0,1596.0,1920.0,88,1250000.0,783.0,2023,10,10
6772,COOP,99-05  63rd Dr,Rego Park,11374,1.0,1.0,700.0,1955.0,88,248000.0,354.0,2023,10,10
6773,COOP,20  Sutton Pl,Manhattan,10022,2.0,2.0,1500.0,1953.0,88,1195000.0,797.0,2023,10,10
6774,COOP,43-10  Kissena Blvd,Flushing,11354,1.0,1.0,,1962.0,88,348000.0,,2023,10,10
6775,COOP,340  Haven Ave,New York,10033,1.0,1.0,,1951.0,88,425000.0,,2023,10,10
6776,CONDOS,252 E 57th St,New York,10022,5.0,6.0,4616.0,2016.0,88,13000000.0,2816.0,2023,10,10
6777,COOP,299  Henry St,Brooklyn,11201,1.0,1.0,,1896.0,88,680000.0,,2023,10,10
6778,COOP,7 E 14th St,New York,10003,1.0,1.0,,1965.0,88,724000.0,,2023,10,10
6779,MULTI_FAMILY,123-28  146 St,Jamaica,11436,5.0,2.0,1264.0,1920.0,88,620000.0,491.0,2023,10,10
6780,SINGLE_FAMILY,3271  Hatting Pl,Bronx,10465,3.0,1.0,2350.0,1960.0,88,735000.0,313.0,2023,10,10
6781,TOWNHOMES,475 W 144th St,New York,10031,7.0,4.0,4608.0,1901.0,88,2695000.0,585.0,2023,10,10
6782,MULTI_FAMILY,125  Rogers Ave,Brooklyn,11216,18.0,6.0,5850.0,1931.0,88,1699000.0,290.0,2023,10,10
6783,CONDOS,224 W 18th St,Manhattan,10011,3.0,3.0,2778.0,2002.0,88,5395000.0,1942.0,2023,10,10
6784,COOP,108-50  62 Dr,Forest Hills,11375,1.0,1.0,650.0,1963.0,88,239000.0,368.0,2023,10,10
6785,COOP,10  Bay Street Lndg,Staten Island,10301,1.0,1.0,950.0,1952.0,88,519000.0,546.0,2023,10,10
6786,CONDOS,1  Wall Street Ct,Manhattan,10005,3.0,2.0,1494.0,1904.0,89,1395000.0,934.0,2023,10,9
6787,MULTI_FAMILY,332  Degraw St,Brooklyn,11231,8.0,4.0,3800.0,1901.0,89,4300000.0,1132.0,2023,10,9
6788,COOP,275  Webster Ave,Brooklyn,11230,1.0,1.0,880.0,1952.0,89,275000.0,313.0,2023,10,9
6789,COOP,68-02  140th St,Kew Gardens Hills,11367,2.0,1.0,,1945.0,89,310000.0,,2023,10,9
6790,CONDOS,50 E 72nd St,Manhattan,10021,3.0,3.0,1800.0,1928.0,89,2750000.0,1528.0,2023,10,9
6791,COOP,440 W End Ave,New York,10024,5.0,5.0,4200.0,1928.0,92,6995000.0,1665.0,2023,10,6
6792,CONDOS,60 E 55th St,New York,10022,3.0,3.0,2950.0,2006.0,92,5250000.0,1780.0,2023,10,6
6793,CONDOS,200 E 65th St,New York,10065,3.0,3.0,2505.0,1987.0,92,5950000.0,2375.0,2023,10,6
6794,CONDOS,80  John St,New York,10038,2.0,2.0,1153.0,1927.0,92,899000.0,780.0,2023,10,6
6795,COOP,333 E 46th St,New York,10017,2.0,1.0,850.0,1959.0,92,875000.0,1029.0,2023,10,6
6796,LAND,6659-6675  Amboy Rd,Staten Island,10309,2.0,2.0,,1952.0,92,2595000.0,,2023,10,6
6797,SINGLE_FAMILY,6659-6675  Amboy Rd,Staten Island,10309,7.0,4.0,4950.0,1950.0,92,2595000.0,524.0,2023,10,6
6798,TOWNHOMES,1937  Madison Ave,Manhattan,10035,9.0,8.0,5560.0,1880.0,92,2999000.0,539.0,2023,10,6
6799,COOP,11 W 69th St,New York,10023,2.0,2.0,,1928.0,92,1750000.0,,2023,10,6
6800,MULTI_FAMILY,40-32  196 St,Flushing,11358,3.0,2.0,1538.0,1940.0,92,1199999.0,780.0,2023,10,6
6801,COOP,575  Riverside Dr,New York,10031,1.0,1.0,653.0,1926.0,92,465000.0,712.0,2023,10,6
6802,SINGLE_FAMILY,141  Beacon Ave,Staten Island,10306,3.0,1.0,2886.0,1960.0,92,1488000.0,516.0,2023,10,6
6803,CONDOS,519 W 23rd St,New York,10011,2.0,2.0,1696.0,2005.0,92,2375000.0,1400.0,2023,10,6
6804,COOP,579 W 215th St,New York,10034,1.0,2.0,,1964.0,92,580000.0,,2023,10,6
6805,COOP,515 E 7th St,Brooklyn,11218,1.0,1.0,,1961.0,92,425000.0,,2023,10,6
6806,COOP,57  Thompson St,Manhattan,10012,1.0,1.0,,1920.0,92,749000.0,,2023,10,6
6807,CONDOS,220 W 148th St,Manhattan,10039,0.0,1.0,781.0,1903.0,92,569000.0,729.0,2023,10,6
6808,CONDOS,35-20  Leverich St,Jackson Heights,11372,3.0,2.0,1150.0,1964.0,92,794999.0,691.0,2023,10,6
6809,COOP,220-20  75th Ave,Bayside,11364,2.0,1.0,,1950.0,92,365000.0,,2023,10,6
6810,COOP,234 W 16th St,New York,10011,1.0,1.0,,1915.0,92,585000.0,,2023,10,6
6811,TOWNHOMES,30  Cedar St,Brooklyn,11221,4.0,2.0,,1920.0,92,999000.0,,2023,10,6
6812,SINGLE_FAMILY,218  Gansevoort Blvd,Staten Island,10314,3.0,1.0,1600.0,1990.0,92,649000.0,406.0,2023,10,6
6813,SINGLE_FAMILY,150-21  8th Ave,Whitestone,11357,4.0,1.0,,1935.0,92,1275000.0,,2023,10,6
6814,TOWNHOMES,18  Navigator Ct,Staten Island,10309,3.0,2.0,980.0,2003.0,92,559900.0,571.0,2023,10,6
6815,COOP,255 W 108th St,Manhattan,10025,1.0,1.0,,1910.0,92,410000.0,,2023,10,6
6816,MULTI_FAMILY,340  58th St,Brooklyn,11220,8.0,3.0,3237.0,1915.0,92,1639888.0,507.0,2023,10,6
6817,SINGLE_FAMILY,85   Ave,Kew Gardens,11418,3.0,1.0,,1920.0,92,535000.0,,2023,10,6
6818,SINGLE_FAMILY,454  Nostrand Ave,Brooklyn,11216,2.0,1.0,,1952.0,92,750000.0,,2023,10,6
6819,COOP,33-44  93rd St,Jackson Heights,11372,3.0,1.0,1100.0,1958.0,92,519999.0,473.0,2023,10,6
6820,COOP,59-11  Queens Blvd,Woodside,11377,1.0,1.0,860.0,1931.0,92,410000.0,477.0,2023,10,6
6821,MULTI_FAMILY,205  Dahlgren Pl,Brooklyn,11228,6.0,4.0,2550.0,2022.0,92,2188000.0,858.0,2023,10,6
6822,COOP,98-05  63 Rd,Rego Park,11374,1.0,1.0,,1955.0,92,388000.0,,2023,10,6
6823,COOP,200  Congress St,Brooklyn,11201,1.0,1.0,,1952.0,92,750000.0,,2023,10,6
6824,CONDOS,148-09  Northern Blvd,Queens,11354,3.0,2.0,1512.0,1924.0,92,1145000.0,757.0,2023,10,6
6825,MULTI_FAMILY,4029  97th St,Corona,11368,2.0,2.0,,1952.0,92,1600000.0,,2023,10,6
6826,COOP,21 E 61st St,New York,10065,2.0,2.0,1434.0,1951.0,92,4495000.0,3135.0,2023,10,6
6827,CONDOS,247 W 46th St,Manhattan,10036,1.0,1.0,951.0,2007.0,92,1295000.0,1362.0,2023,10,6
6828,CONDOS,524 E 72nd St,New York,10021,0.0,1.0,,1989.0,92,560000.0,,2023,10,6
6829,MULTI_FAMILY,168-07  115th Ave,Jamaica,11434,5.0,2.0,,1935.0,92,859000.0,,2023,10,6
6830,COOP,2191  Bolton St,Bronx,10462,0.0,1.0,656.0,1941.0,92,105000.0,160.0,2023,10,6
6831,COOP,84-19  51st Ave,Elmhurst,11373,1.0,1.0,750.0,1953.0,92,349000.0,465.0,2023,10,6
6832,SINGLE_FAMILY,32 E 55th St,Brooklyn,11203,6.0,2.0,2068.0,1952.0,92,1299999.0,629.0,2023,10,6
6833,SINGLE_FAMILY,146-10  15th Ave,Whitestone,11357,1.0,1.0,1000.0,1920.0,92,768000.0,768.0,2023,10,6
6834,SINGLE_FAMILY,101  Dalemere Rd,Staten Island,10304,3.0,1.0,1090.0,1945.0,92,850000.0,780.0,2023,10,6
6835,COOP,77-16  Austin St,Forest Hills,11375,1.0,1.0,,1929.0,92,268000.0,,2023,10,6
6836,MULTI_FAMILY,1353  Putnam Ave,Brooklyn,11221,11.0,6.0,2240.0,2005.0,92,1359000.0,607.0,2023,10,6
6837,COOP,4295  Webster Ave,Bronx,10470,1.0,1.0,850.0,1968.0,92,149999.0,176.0,2023,10,6
6838,CONDOS,333  Rector Pl,New York,10280,2.0,2.0,1339.0,1985.0,92,1675000.0,1251.0,2023,10,6
6839,SINGLE_FAMILY,670 E 32nd St,Brooklyn,11210,0.0,2.0,2890.0,1952.0,92,1350000.0,467.0,2023,10,6
6840,SINGLE_FAMILY,153-20  78th Rd,Kew Gardens Hills,11367,3.0,1.0,,1950.0,92,700000.0,,2023,10,6
6841,COOP,1035  Park Ave,New York,10028,3.0,3.0,2225.0,1925.0,92,4600000.0,2067.0,2023,10,6
6842,CONDOS,90 E End Ave,New York,10028,0.0,1.0,1695.0,2000.0,92,1523805.0,899.0,2023,10,6
6843,LAND,9115-9119  Bedell Ln,Canarsie,11236,2.0,2.0,,1952.0,92,2999950.0,,2023,10,6
6844,COOP,325 W 45th St,New York,10036,1.0,1.0,,1980.0,92,475000.0,,2023,10,6
6845,COOP,107 W 86th St,New York,10024,1.0,1.0,,1928.0,92,699000.0,,2023,10,6
6846,CONDOS,170 E 87th St,New York,10128,1.0,1.0,989.0,1952.0,92,879900.0,890.0,2023,10,6
6847,CONDOS,1  John St,Brooklyn,11201,3.0,3.0,2499.0,2016.0,92,5750000.0,2301.0,2023,10,6
6848,MULTI_FAMILY,150-09  Northern Blvd,Flushing,11354,10.0,8.0,7850.0,2005.0,92,3600000.0,459.0,2023,10,6
6849,COOP,3512  205th St,Bayside,11361,1.0,1.0,561.0,1950.0,92,215000.0,383.0,2023,10,6
6850,SINGLE_FAMILY,114-36  Sutter Ave,South Ozone Park,11420,4.0,2.0,1682.0,1925.0,92,599000.0,356.0,2023,10,6
6851,COOP,875  5th Ave,Manhattan,10065,3.0,3.0,,1940.0,92,8250000.0,,2023,10,6
6852,COOP,360 E 72nd St,New York,10021,1.0,1.0,1000.0,1963.0,92,995000.0,995.0,2023,10,6
6853,TOWNHOMES,13-04A  126th St,College Point,11356,3.0,2.0,1184.0,1960.0,92,799000.0,675.0,2023,10,6
6854,SINGLE_FAMILY,2635 E 28th St,Brooklyn,11235,6.0,4.0,3432.0,2015.0,92,2250000.0,656.0,2023,10,6
6855,COOP,163-41  17 Ave,Whitestone,11357,2.0,1.0,,1955.0,93,378000.0,,2023,10,5
6856,SINGLE_FAMILY,149-41  18 Ave,Whitestone,11357,6.0,4.0,,1920.0,93,1050000.0,,2023,10,5
6857,SINGLE_FAMILY,2056  Arthur Ave,Bronx,10457,4.0,3.0,1072.0,1901.0,93,579000.0,540.0,2023,10,5
6858,LAND,102-37  Remington St,Jamaica,11435,2.0,2.0,,1952.0,93,350000.0,,2023,10,5
6859,COOP,247-62A  77th Cres,Bellerose,11426,2.0,1.0,754.0,1950.0,93,409900.0,544.0,2023,10,5
6860,SINGLE_FAMILY,79  Grandview Ter,Staten Island,10308,6.0,3.0,6300.0,1989.0,93,2750000.0,437.0,2023,10,5
6861,COOP,125 E 63rd St,New York,10065,2.0,2.0,1100.0,1923.0,93,1495000.0,1359.0,2023,10,5
6862,CONDOS,205 E 68th St,New York,10065,1.0,1.0,757.0,1991.0,93,895000.0,1182.0,2023,10,5
6863,LAND,1174  Bay Ridge Ave,Brooklyn,11219,2.0,2.0,,1952.0,93,3799000.0,,2023,10,5
6864,MULTI_FAMILY,6906  12th Ave,Brooklyn,11228,7.0,4.0,3520.0,1920.0,93,3799000.0,1079.0,2023,10,5
6865,COOP,319 E 50th St,New York,10022,0.0,1.0,,1931.0,93,350000.0,,2023,10,5
6866,COOP,22 E 18th St,New York,10003,3.0,3.0,3300.0,1878.0,93,6350000.0,1924.0,2023,10,5
6867,CONDOS,515  Park Ave,New York,10022,5.0,5.0,5700.0,1999.0,93,27500000.0,4825.0,2023,10,5
6868,CONDOS,186 W 80th St,New York,10024,1.0,1.0,517.0,1900.0,93,779000.0,1507.0,2023,10,5
6869,CONDOS,70  Washington St,Brooklyn,11201,1.0,2.0,1463.0,1915.0,93,1750000.0,1196.0,2023,10,5
6870,MULTI_FAMILY,1861  82nd St,Brooklyn,11214,2.0,2.0,2240.0,1930.0,93,1188000.0,530.0,2023,10,5
6871,SINGLE_FAMILY,47  Winfield Ave,Staten Island,10305,3.0,1.0,1585.0,2004.0,93,798000.0,503.0,2023,10,5
6872,SINGLE_FAMILY,47  Winfield Ave,Staten Island,10305,3.0,1.0,1248.0,2004.0,93,798000.0,639.0,2023,10,5
6873,CONDOS,311 E 38th St,New York,10016,1.0,1.0,725.0,1984.0,93,895000.0,1234.0,2023,10,5
6874,CONDOS,205 E 85th St,New York,10028,1.0,1.0,,2009.0,93,1275000.0,,2023,10,5
6875,COOP,950  Park Ave,New York,10028,6.0,5.0,,1921.0,93,8850000.0,,2023,10,5
6876,CONDOS,184  Thompson St,New York,10012,0.0,1.0,484.0,1910.0,93,795000.0,1643.0,2023,10,5
6877,CONDOS,760  Madison Ave,New York,10065,5.0,5.0,4530.0,2024.0,93,25000000.0,5519.0,2023,10,5
6878,CONDOS,760  Madison Ave,New York,10065,5.0,5.0,4530.0,2024.0,93,23500000.0,5188.0,2023,10,5
6879,CONDOS,230  Riverside Dr,New York,10025,0.0,1.0,402.0,1931.0,93,575000.0,1430.0,2023,10,5
6880,CONDOS,100  United Nations Plz,New York,10017,2.0,2.0,1348.0,1986.0,93,2050000.0,1521.0,2023,10,5
6881,CONDOS,425  Fifth Ave,New York,10016,2.0,2.0,1203.0,2003.0,93,2350000.0,1953.0,2023,10,5
6882,CONDOS,1753 E 12th St,Brooklyn,11229,1.0,1.0,586.0,2016.0,93,479000.0,817.0,2023,10,5
6883,COOP,263 W End Ave,Manhattan,10023,1.0,1.0,,1929.0,93,749000.0,,2023,10,5
6884,COOP,207 E 74th St,Manhattan,10021,1.0,1.0,,1963.0,93,1250000.0,,2023,10,5
6885,COOP,160  Cabrini Blvd,Manhattan,10033,1.0,1.0,,1939.0,93,595000.0,,2023,10,5
6886,COOP,470  Park Ave,New York,10022,1.0,1.0,1300.0,1916.0,93,1250000.0,962.0,2023,10,5
6887,COOP,215 E 24th St,New York,10010,1.0,1.0,1000.0,1977.0,93,750000.0,750.0,2023,10,5
6888,MULTI_FAMILY,145-61  223rd St,Jamaica,11413,6.0,5.0,,1930.0,93,1199000.0,,2023,10,5
6889,CONDOS,2741 E 28th St,Brooklyn,11235,3.0,1.0,1200.0,1955.0,93,300000.0,250.0,2023,10,5
6890,SINGLE_FAMILY,7619  6th Ave,Brooklyn,11209,3.0,1.0,1632.0,1920.0,93,1089000.0,667.0,2023,10,5
6891,MULTI_FAMILY,3225  30th St,Astoria,11106,12.0,3.0,4327.0,1930.0,93,7999000.0,1849.0,2023,10,5
6892,SINGLE_FAMILY,144  Scranton Ave,Staten Island,10312,3.0,1.0,1408.0,1965.0,93,699999.0,497.0,2023,10,5
6893,CONDOS,90 E End Ave,New York,10028,0.0,1.0,1142.0,2000.0,93,1026658.0,899.0,2023,10,5
6894,COOP,4-74  48th Ave,Queens,11109,1.0,1.0,819.0,1996.0,93,660000.0,806.0,2023,10,5
6895,COOP,425 E 58th St,Manhattan,10022,4.0,4.0,,1975.0,93,2295000.0,,2023,10,5
6896,MULTI_FAMILY,73  Harrison St,Staten Island,10304,7.0,7.0,2400.0,1931.0,93,1249000.0,520.0,2023,10,5
6897,COOP,69-10  Yellowstone Blvd,Queens,11375,2.0,1.0,,1942.0,93,465000.0,,2023,10,5
6898,MULTI_FAMILY,239 E 173rd St,Bronx,10457,8.0,3.0,2565.0,2008.0,93,949999.0,370.0,2023,10,5
6899,MULTI_FAMILY,1823  Bleecker St,Ridgewood,11385,2.0,6.0,,1930.0,93,1850000.0,,2023,10,5
6900,SINGLE_FAMILY,5501  Palisade Ave,Bronx,10471,5.0,4.0,4000.0,1901.0,93,1950000.0,488.0,2023,10,5
6901,SINGLE_FAMILY,902  Harding Park,Bronx,10473,3.0,2.0,,1920.0,93,699999.0,,2023,10,5
6902,MULTI_FAMILY,241 E 173rd St,Bronx,10457,8.0,3.0,2565.0,2008.0,93,949999.0,370.0,2023,10,5
6903,LAND,5501  Palisade Ave,Bronx,10471,2.0,2.0,,1952.0,93,1950000.0,,2023,10,5
6904,CONDOS,2351  Adam Clayton Powell Jr Blvd,Manhattan,10030,2.0,2.0,903.0,2019.0,93,945000.0,1047.0,2023,10,5
6905,MULTI_FAMILY,80  Craig Ave,Staten Island,10307,6.0,2.0,3088.0,1899.0,93,1250000.0,405.0,2023,10,5
6906,SINGLE_FAMILY,1861  82nd St,Brooklyn,11214,4.0,2.0,1600.0,1930.0,93,1188000.0,743.0,2023,10,5
6907,SINGLE_FAMILY,16  Mickardan Ct,Staten Island,10304,3.0,1.0,1200.0,2002.0,93,599000.0,499.0,2023,10,5
6908,COOP,40-40  203rd St,Bayside,11361,1.0,1.0,748.0,1931.0,93,318000.0,425.0,2023,10,5
6909,MULTI_FAMILY,1919  67th St,Brooklyn,11204,5.0,2.0,,1925.0,93,1560000.0,,2023,10,5
6910,SINGLE_FAMILY,40-51  172 St,Flushing,11358,3.0,1.0,1452.0,1945.0,93,868000.0,598.0,2023,10,5
6911,CONDOS,5  Beekman St,New York,10038,2.0,2.0,1572.0,2015.0,93,4250000.0,2704.0,2023,10,5
6912,CONDOS,40-28  College Point Blvd,Flushing,11354,2.0,2.0,1118.0,2012.0,93,988000.0,884.0,2023,10,5
6913,COOP,89-20  55 Ave,Elmhurst,11373,1.0,1.0,,1957.0,93,259000.0,,2023,10,5
6914,MULTI_FAMILY,2546 E 29th St,Brooklyn,11235,5.0,2.0,,1920.0,93,1200000.0,,2023,10,5
6915,MULTI_FAMILY,2546 E 29th St,Brooklyn,11235,5.0,2.0,1798.0,1920.0,93,1200000.0,667.0,2023,10,5
6916,MULTI_FAMILY,1814  Avenue V,Brooklyn,11229,8.0,3.0,2912.0,1920.0,93,1898000.0,652.0,2023,10,5
6917,SINGLE_FAMILY,26 E 22nd St,New York,10010,4.0,2.0,4500.0,1903.0,93,6250000.0,1389.0,2023,10,5
6918,SINGLE_FAMILY,1487 E 55th St,Brooklyn,11234,3.0,1.0,980.0,1925.0,93,599000.0,611.0,2023,10,5
6919,COOP,3  Edgewater Park,Bronx,10465,3.0,2.0,1300.0,1952.0,93,659000.0,507.0,2023,10,5
6920,COOP,314 E 41st St,New York,10017,2.0,1.0,,1928.0,93,995000.0,,2023,10,5
6921,CONDOS,150 E 56th St,New York,10022,1.0,1.0,551.0,1956.0,93,595000.0,1080.0,2023,10,5
6922,COOP,4-74  48th Ave,Queens,11109,0.0,1.0,,1996.0,93,449000.0,,2023,10,5
6923,COOP,43 E 19th St,Manhattan,10003,3.0,2.0,4100.0,1900.0,93,5500000.0,1341.0,2023,10,5
6924,COOP,575  Park Ave,Manhattan,10065,3.0,3.0,2100.0,1927.0,93,1500000.0,714.0,2023,10,5
6925,COOP,400 E 77th St,New York,10075,2.0,2.0,1300.0,1969.0,93,1250000.0,962.0,2023,10,5
6926,SINGLE_FAMILY,411  Ridgewood Ave,Staten Island,10312,4.0,2.0,2420.0,1970.0,93,739900.0,306.0,2023,10,5
6927,COOP,49 E 12th St,New York,10003,1.0,2.0,750.0,1910.0,93,850000.0,1133.0,2023,10,5
6928,SINGLE_FAMILY,68-09  60th Rd,Maspeth,11378,2.0,1.0,1487.0,1940.0,93,890000.0,599.0,2023,10,5
6929,COOP,49 E 12th St,Manhattan,10003,1.0,2.0,750.0,1910.0,93,850000.0,1133.0,2023,10,5
6930,MULTI_FAMILY,106-36  Guy R Brewer Blvd,Jamaica,11433,5.0,3.0,,1931.0,93,699000.0,,2023,10,5
6931,MULTI_FAMILY,145-63  176 St,Jamaica,11434,6.0,5.0,,2000.0,93,1090000.0,,2023,10,5
6932,COOP,68-09  138th St,Flushing,11367,1.0,1.0,850.0,1941.0,93,299000.0,352.0,2023,10,5
6933,COOP,86-70  Francis Lewis Blvd,Queens Village,11427,2.0,1.0,,1950.0,93,230000.0,,2023,10,5
6934,SINGLE_FAMILY,154-69  26th Ave,Flushing,11354,3.0,1.0,,1955.0,93,1228000.0,,2023,10,5
6935,MULTI_FAMILY,240  Macdougal St,Brooklyn,11233,6.0,6.0,3600.0,2005.0,93,1650000.0,458.0,2023,10,5
6936,COOP,6809  138th St,Flushing,11367,1.0,1.0,725.0,1949.0,93,250000.0,345.0,2023,10,5
6937,TOWNHOMES,135 E 19th St,Manhattan,10003,6.0,5.0,6798.0,1901.0,93,13950000.0,2052.0,2023,10,5
6938,MULTI_FAMILY,60  Bay 47th St,Brooklyn,11214,9.0,3.0,2322.0,1925.0,93,1318000.0,568.0,2023,10,5
6939,COOP,565 W End Ave,Manhattan,10024,2.0,2.0,,1937.0,93,1695000.0,,2023,10,5
6940,COOP,310 W 72nd St,New York,10023,1.0,1.0,,1924.0,93,795000.0,,2023,10,5
6941,MULTI_FAMILY,1369  Bay Ridge Pkwy,Brooklyn,11228,5.0,4.0,1923.0,1923.0,93,2550000.0,1326.0,2023,10,5
6942,COOP,235 E 87th St,New York,10128,1.0,1.0,,1963.0,93,725000.0,,2023,10,5
6943,MULTI_FAMILY,25-69  44 St,Astoria,11103,6.0,3.0,,1952.0,93,1299000.0,,2023,10,5
6944,MULTI_FAMILY,1769  65th St,Brooklyn,11204,3.0,2.0,1750.0,1915.0,93,1330000.0,760.0,2023,10,5
6945,MULTI_FAMILY,1769  65th St,Brooklyn,11204,3.0,2.0,1750.0,1952.0,93,1330000.0,760.0,2023,10,5
6946,CONDOS,721  Fifth Ave,New York,10022,2.0,2.0,,1983.0,93,1900000.0,,2023,10,5
6947,COOP,257 W 86th St,New York,10024,1.0,1.0,,1989.0,93,495000.0,,2023,10,5
6948,COOP,7101  Colonial Rd,Brooklyn,11209,1.0,2.0,850.0,1952.0,93,315000.0,371.0,2023,10,5
6949,SINGLE_FAMILY,61  Chestnut Ave,Staten Island,10305,3.0,2.0,1230.0,1965.0,86,669000.0,544.0,2023,10,12
6950,MULTI_FAMILY,551  Kosciuszko St,Brooklyn,11221,7.0,2.0,,1993.0,86,1300000.0,,2023,10,12
6951,TOWNHOMES,61  Chestnut Ave,Staten Island,10305,3.0,1.0,1230.0,1965.0,86,669000.0,544.0,2023,10,12
6952,COOP,25 E 69th St,New York,10021,1.0,1.0,,1885.0,86,1375000.0,,2023,10,12
6953,COOP,515 E 85th St,Manhattan,10028,2.0,2.0,,1962.0,86,950000.0,,2023,10,12
6954,COOP,3512  Oxford Ave,Bronx,10463,1.0,1.0,850.0,1962.0,86,235000.0,276.0,2023,10,12
6955,SINGLE_FAMILY,1534 E 22nd St,Brooklyn,11210,5.0,1.0,1400.0,1925.0,86,1100000.0,786.0,2023,10,12
6956,TOWNHOMES,475 W 144th St,New York,10031,7.0,4.0,4608.0,1901.0,86,2695000.0,585.0,2023,10,12
6957,CONDOS,215  Chrystie St,New York,10002,3.0,3.0,2243.0,2016.0,86,7350000.0,3277.0,2023,10,12
6958,CONDOS,51 E 128th St,New York,10035,2.0,2.0,800.0,2010.0,86,699000.0,874.0,2023,10,12
6959,SINGLE_FAMILY,64-16  Beach Front Rd,Arverne,11692,5.0,4.0,3200.0,2009.0,86,1499000.0,468.0,2023,10,12
6960,CONDOS,139  Wooster St,Manhattan,10012,4.0,4.0,3072.0,2007.0,86,7300000.0,2376.0,2023,10,12
6961,COOP,684  Broadway,New York,10012,3.0,2.0,,1905.0,86,3950000.0,,2023,10,12
6962,COOP,91  Central Park,New York,10023,2.0,2.0,,1929.0,86,2850000.0,,2023,10,12
6963,MULTI_FAMILY,370  Legion St,Brooklyn,11212,2.0,2.0,,1952.0,86,1050000.0,,2023,10,12
6964,COOP,63-89  Saunders St,Rego Park,11374,1.0,1.0,,1952.0,86,299000.0,,2023,10,12
6965,MULTI_FAMILY,3724  Flatlands Ave,Brooklyn,11234,11.0,6.0,4950.0,1952.0,86,998000.0,202.0,2023,10,12
6966,TOWNHOMES,357  42nd St,Brooklyn,11232,8.0,4.0,,1910.0,86,1699000.0,,2023,10,12
6967,SINGLE_FAMILY,123  Bradford St,Brooklyn,11207,3.0,1.0,788.0,1952.0,86,500000.0,635.0,2023,10,12
6968,MULTI_FAMILY,121  Bradford St,Brooklyn,11207,3.0,2.0,1400.0,1952.0,86,700000.0,500.0,2023,10,12
6969,COOP,63-89  Saunders St,Rego Park,11374,1.0,1.0,,1952.0,86,299000.0,,2023,10,12
6970,CONDOS,300 W 135th St,New York,10030,2.0,2.0,1002.0,2005.0,86,899000.0,897.0,2023,10,12
6971,SINGLE_FAMILY,1606 E 45th St,Brooklyn,11234,0.0,2.0,,1952.0,86,551000.0,,2023,10,12
6972,SINGLE_FAMILY,405  Turneur Ave,Bronx,10473,4.0,2.0,1866.0,1960.0,86,715000.0,383.0,2023,10,12
6973,SINGLE_FAMILY,102-18  163DR,Howard Beach,11414,5.0,2.0,,1920.0,86,399000.0,,2023,10,12
6974,CONDOS,1412  Bonnie Ln,Bayside,11360,3.0,2.0,1200.0,1980.0,86,799999.0,667.0,2023,10,12
6975,SINGLE_FAMILY,111-58  167th St,Jamaica,11433,4.0,2.0,,1950.0,86,580000.0,,2023,10,12
6976,SINGLE_FAMILY,33-63  Utopia Pkwy,Flushing,11358,4.0,3.0,,1997.0,86,1228000.0,,2023,10,12
6977,CONDOS,40-22  61st St,Woodside,11377,1.0,1.0,640.0,2023.0,86,699000.0,1092.0,2023,10,12
6978,SINGLE_FAMILY,2919  Greene Pl,Bronx,10465,3.0,2.0,1224.0,1930.0,86,639000.0,522.0,2023,10,12
6979,MULTI_FAMILY,2169 W 6th St,Brooklyn,11223,9.0,3.0,3200.0,1930.0,86,1480000.0,463.0,2023,10,12
6980,COOP,39  White St,New York,10013,3.0,2.0,2000.0,1920.0,86,3495000.0,1748.0,2023,10,12
6981,SINGLE_FAMILY,1478 E 93rd St,Brooklyn,11236,2.0,1.0,1000.0,1920.0,86,505000.0,505.0,2023,10,12
6982,CONDOS,102-14  Lewis Ave,Corona,11368,2.0,1.0,750.0,2004.0,87,449000.0,599.0,2023,10,11
6983,COOP,11 E 87th St,Manhattan,10128,1.0,1.0,,1954.0,87,650000.0,,2023,10,11
6984,COOP,2158  35th St,Astoria,11105,1.0,1.0,,1923.0,87,339000.0,,2023,10,11
6985,CONDOS,241 W 97th St,Manhattan,10025,2.0,1.0,1150.0,1923.0,87,1250000.0,1087.0,2023,10,11
6986,SINGLE_FAMILY,2738  Miles Ave,Bronx,10465,3.0,1.0,,1930.0,87,399000.0,,2023,10,11
6987,SINGLE_FAMILY,133-21  Boss St,Ozone Park,11417,3.0,2.0,,1945.0,87,719000.0,,2023,10,11
6988,MULTI_FAMILY,35-54  64 St,Woodside,11377,4.0,2.0,,1930.0,87,1398888.0,,2023,10,11
6989,CONDOS,141  Fifth Ave,New York,10010,3.0,3.0,2962.0,1897.0,87,5950000.0,2009.0,2023,10,11
