,style,street,city,zip_code,beds,full_baths,sqft,year_built,days_on_mls,list_price,price_per_sqft,year,month,day
3564,CONDOS,347 W 57th St,New York,10019,2.0,3.0,1397.0,1982.0,54,1475000.0,1056.0,2023,11,13
3565,SINGLE_FAMILY,59-62  70th St,Maspeth,11378,2.0,1.0,,1950.0,54,799000.0,,2023,11,13
3566,COOP,444 E 84th St,Manhattan,10028,1.0,1.0,,1964.0,54,849000.0,,2023,11,13
3567,SINGLE_FAMILY,407  Rugby Rd,Brooklyn,11226,3.0,2.0,,1920.0,54,1300000.0,,2023,11,13
3568,CONDOS,40-26  College Point Blvd,Flushing,11354,2.0,2.0,1129.0,2008.0,54,960000.0,850.0,2023,11,13
3569,MULTI_FAMILY,327  Brehaut Ave,Staten Island,10307,3.0,3.0,2400.0,2004.0,54,999998.0,417.0,2023,11,13
3570,COOP,3515  Henry Hudson West Parkway Pkwy,Bronx,10463,3.0,2.0,2000.0,1954.0,54,750000.0,375.0,2023,11,13
3571,COOP,3515  Henry Hudson Pkwy,Bronx,10463,3.0,2.0,2000.0,1970.0,54,750000.0,375.0,2023,11,13
3572,MULTI_FAMILY,61-11  168th St,Flushing,11365,10.0,8.0,,2023.0,54,2990000.0,,2023,11,13
3573,CONDOS,43-20  Union St,Flushing,11355,3.0,2.0,,2007.0,54,800000.0,,2023,11,13
3574,COOP,247-40  77th Cres,Bellerose,11426,1.0,1.0,518.0,1949.0,54,249900.0,482.0,2023,11,13
3575,SINGLE_FAMILY,47-50  202nd St,Bayside,11361,4.0,2.0,2250.0,1992.0,54,1350000.0,600.0,2023,11,13
3576,CONDOS,601  Surf Ave,Brooklyn,11224,2.0,2.0,1080.0,1964.0,54,695000.0,644.0,2023,11,13
3577,COOP,2500  Johnson Ave,Bronx,10463,1.0,1.0,900.0,1967.0,54,385000.0,428.0,2023,11,13
3578,COOP,401 E 74th St,Manhattan,10021,2.0,1.0,,1962.0,54,940000.0,,2023,11,13
3579,CONDOS,501  Surf Ave,Brooklyn,11224,1.0,1.0,730.0,1964.0,54,490000.0,671.0,2023,11,13
3580,MULTI_FAMILY,106  Bay 10th St,Brooklyn,11228,3.0,2.0,1736.0,1920.0,54,1550000.0,893.0,2023,11,13
3581,SINGLE_FAMILY,202-08  100th Ave,Hollis,11423,4.0,2.0,,1930.0,54,845000.0,,2023,11,13
3582,SINGLE_FAMILY,208-06  Union Tpke,Hollis Hills,11364,3.0,2.0,1920.0,1955.0,54,1190000.0,620.0,2023,11,13
3583,LAND,3190  Cambridge Ave,Bronx,10463,2.0,2.0,,1952.0,54,749995.0,,2023,11,13
3584,COOP,2500  Johnson Ave,Bronx,10463,1.0,1.0,900.0,1967.0,54,385000.0,428.0,2023,11,13
3585,CONDOS,2  Bay Club Rd,Bayside,11360,2.0,2.0,995.0,1983.0,54,625000.0,628.0,2023,11,13
3586,MULTI_FAMILY,61-26  69th Ln,Middle Village,11379,4.0,3.0,,1960.0,54,1350888.0,,2023,11,13
3587,CONDOS,320  77th St,Brooklyn,11209,3.0,2.0,1243.0,2004.0,54,1199000.0,965.0,2023,11,13
3588,COOP,205 E 78th St,New York,10075,1.0,1.0,775.0,1931.0,54,725000.0,935.0,2023,11,13
3589,COOP,150 E 61st St,New York,10065,2.0,2.0,,1960.0,54,1050000.0,,2023,11,13
3590,COOP,305 E 72nd St,Manhattan,10021,2.0,2.0,,1957.0,54,1645000.0,,2023,11,13
3591,MULTI_FAMILY,68  Glenwood Ave,Staten Island,10301,4.0,3.0,2284.0,2006.0,54,1195000.0,523.0,2023,11,13
3592,SINGLE_FAMILY,29  Hampton Pl,Brooklyn,11213,24.0,8.0,9500.0,1915.0,54,3500000.0,368.0,2023,11,13
3593,COOP,360  Ocean Pkwy,Brooklyn,11218,1.0,1.0,850.0,1952.0,54,399000.0,469.0,2023,11,13
3594,MULTI_FAMILY,106-19  154 St,Jamaica,11433,6.0,5.0,,1952.0,54,925000.0,,2023,11,13
3595,MULTI_FAMILY,636 E 96th St,Brooklyn,11236,15.0,6.0,5560.0,1920.0,54,1800000.0,324.0,2023,11,13
3596,COOP,66-36  Yellowstone Blvd,Forest Hills,11375,1.0,1.0,,1964.0,54,269000.0,,2023,11,13
3597,SINGLE_FAMILY,122-34  Springfield Blvd,Springfield Gardens,11413,3.0,2.0,,1950.0,54,588000.0,,2023,11,13
3598,COOP,3 E 77th St,Manhattan,10075,4.0,4.0,,1927.0,54,5990000.0,,2023,11,13
3599,CONDOS,10  Quincy St,Brooklyn,11238,2.0,2.0,1209.0,1930.0,54,1750000.0,1447.0,2023,11,13
3600,MULTI_FAMILY,221  Nassau Ave,Brooklyn,11222,2.0,5.0,4725.0,1919.0,54,4500000.0,952.0,2023,11,13
3601,MULTI_FAMILY,80-44  164th St,Hillcrest,11432,4.0,2.0,1729.0,1950.0,55,958000.0,554.0,2023,11,12
3602,SINGLE_FAMILY,139-32  Laurelton Pkwy,Rosedale,11422,3.0,2.0,,2005.0,55,649999.0,,2023,11,12
3603,SINGLE_FAMILY,71  Alpine Ave,Staten Island,10301,3.0,1.0,1496.0,1925.0,55,769000.0,514.0,2023,11,12
3604,CONDOS,44-15  College Point Blvd,Flushing,11355,2.0,2.0,,2023.0,55,965000.0,,2023,11,12
3605,COOP,1035  Park Ave,New York,10028,0.0,3.0,1500.0,1926.0,55,1550000.0,1033.0,2023,11,12
3606,CONDOS,525 W 22nd St,New York,10011,2.0,2.0,2956.0,1930.0,55,4350000.0,1472.0,2023,11,12
3607,TOWNHOMES,124 E 70th St,New York,10021,5.0,5.0,6270.0,1940.0,55,10750000.0,1715.0,2023,11,12
3608,CONDOS,200 E 69th St,New York,10021,1.0,1.0,774.0,1991.0,55,1100000.0,1421.0,2023,11,12
3609,CONDOS,380  Rector Pl,New York,10280,2.0,2.0,1009.0,1987.0,55,1460000.0,1447.0,2023,11,12
3610,CONDOS,2 E 55th St,Manhattan,10022,1.0,2.0,852.0,1903.0,55,220000.0,258.0,2023,11,12
3611,COOP,305 E 24th St,New York,10010,0.0,1.0,650.0,1963.0,55,550000.0,846.0,2023,11,12
3612,SINGLE_FAMILY,218-03  100th Ave,Queens Village,11429,3.0,2.0,,1925.0,55,799000.0,,2023,11,12
3613,MULTI_FAMILY,120-86  131 St,South Ozone Park,11420,4.0,3.0,,1945.0,55,925000.0,,2023,11,12
3614,SINGLE_FAMILY,471  Beach Rd,Staten Island,10312,3.0,1.0,1152.0,1965.0,55,649000.0,563.0,2023,11,12
3615,CONDOS,13621  Latimer Pl,Flushing,11354,1.0,1.0,,2017.0,55,558888.0,,2023,11,12
3616,COOP,504 W 111th St,Manhattan,10025,1.0,1.0,,1910.0,55,629000.0,,2023,11,12
3617,SINGLE_FAMILY,8  Piedmont Ave,Staten Island,10305,3.0,2.0,1092.0,1960.0,55,1099000.0,1006.0,2023,11,12
3618,SINGLE_FAMILY,268  Cromwell Ave,Staten Island,10305,3.0,1.0,960.0,1985.0,55,628000.0,654.0,2023,11,12
3619,SINGLE_FAMILY,268  Cromwell Ave,Staten Island,10305,3.0,1.0,1248.0,1985.0,55,628000.0,503.0,2023,11,12
3620,MULTI_FAMILY,1623  Bay Ridge Ave,Brooklyn,11204,5.0,2.0,3480.0,2013.0,55,1680000.0,483.0,2023,11,12
3621,CONDOS,51-02  101st St,Corona,11368,1.0,1.0,,1989.0,55,398000.0,,2023,11,12
3622,COOP,235 E 49th St,New York,10017,2.0,2.0,1800.0,1926.0,55,1350000.0,750.0,2023,11,12
3623,CONDOS,45-16  83rd St,Elmhurst,11373,2.0,2.0,933.0,2020.0,56,739000.0,792.0,2023,11,11
3624,CONDOS,214-11  35th Ave,Bayside,11361,2.0,2.0,868.0,2019.0,56,799000.0,921.0,2023,11,11
3625,MULTI_FAMILY,3765  Barnes Ave,Bronx,10467,0.0,2.0,2250.0,1901.0,56,995999.0,443.0,2023,11,11
3626,SINGLE_FAMILY,205-25  116th Ave,Saint Albans,11412,3.0,1.0,,1935.0,56,659000.0,,2023,11,11
3627,COOP,110-55  72nd Rd,Forest Hills,11375,2.0,1.0,,1939.0,56,410000.0,,2023,11,11
3628,SINGLE_FAMILY,9954  Fort Hamilton Pkwy,Brooklyn,11209,3.0,1.0,1780.0,1940.0,56,998888.0,561.0,2023,11,11
3629,COOP,233 E 69th St,New York,10021,1.0,1.0,,1959.0,56,695000.0,,2023,11,11
3630,CONDOS,520 W 19th St,New York,10011,2.0,2.0,1582.0,2008.0,56,2995000.0,1893.0,2023,11,11
3631,COOP,513 E 5th St,New York,10009,0.0,1.0,,1929.0,56,425000.0,,2023,11,11
3632,CONDOS,207 W 79th St,New York,10024,3.0,3.0,1995.0,2017.0,56,5200000.0,2607.0,2023,11,11
3633,CONDOS,435 E 76th St,New York,10021,2.0,1.0,700.0,2003.0,56,925000.0,1321.0,2023,11,11
3634,COOP,7259  Shore Rd,Brooklyn,11209,1.0,1.0,750.0,1952.0,56,305000.0,407.0,2023,11,11
3635,MULTI_FAMILY,19  Victoria Rd,Staten Island,10312,4.0,4.0,2220.0,1980.0,56,868000.0,391.0,2023,11,11
3636,COOP,50  Brighton 1 Rd,Brooklyn,11235,1.0,1.0,1150.0,1963.0,56,625000.0,543.0,2023,11,11
3637,CONDOS,206-17  Emily Rd,Bayside,11360,2.0,2.0,1190.0,1985.0,56,798000.0,671.0,2023,11,11
3638,CONDOS,971  Jerome St,Brooklyn,11207,0.0,1.0,,1964.0,56,225000.0,,2023,11,11
3639,COOP,167-05  12th Ave,Whitestone,11357,1.0,1.0,,1955.0,56,279000.0,,2023,11,11
3640,CONDOS,44-15  College Point Blvd,Flushing,11355,2.0,2.0,,2023.0,56,965000.0,,2023,11,11
3641,COOP,70-25  Yellowstone Blvd,Forest Hills,11375,1.0,1.0,,1964.0,56,399000.0,,2023,11,11
3642,COOP,250 W 94th St,New York,10025,1.0,1.0,,1925.0,56,875000.0,,2023,11,11
3643,MULTI_FAMILY,477  Halsey St,Brooklyn,11233,6.0,2.0,3262.0,1899.0,56,2148000.0,658.0,2023,11,11
3644,SINGLE_FAMILY,32-50  204th St,Bayside,11361,3.0,1.0,1065.0,1930.0,56,768000.0,721.0,2023,11,11
3645,TOWNHOMES,420A  Kosciuszko St,Brooklyn,11221,8.0,4.0,2331.0,1952.0,56,2195000.0,942.0,2023,11,11
3646,CONDOS,2131  Ocean Ave,Brooklyn,11229,3.0,2.0,1417.0,2019.0,56,932000.0,658.0,2023,11,11
3647,COOP,9707  4th Ave,Brooklyn,11209,1.0,1.0,900.0,1952.0,56,398000.0,442.0,2023,11,11
3648,MULTI_FAMILY,553  Ashford St,Brooklyn,11207,8.0,2.0,2000.0,1952.0,56,928000.0,464.0,2023,11,11
3649,COOP,9902  Third Ave,Brooklyn,11209,1.0,1.0,750.0,1952.0,56,349000.0,465.0,2023,11,11
3650,CONDOS,32-05  Linden Pl,Flushing,11354,3.0,3.0,1236.0,2003.0,56,780000.0,631.0,2023,11,11
3651,CONDOS,2131  Ocean Ave,Brooklyn,11229,3.0,2.0,1417.0,2019.0,56,932000.0,658.0,2023,11,11
3652,MULTI_FAMILY,150-28  19th Ave,Whitestone,11357,5.0,3.0,1840.0,1920.0,56,1888888.0,1027.0,2023,11,11
3653,MULTI_FAMILY,54-33  Arnold Ave,Maspeth,11378,6.0,2.0,1980.0,1915.0,56,1152000.0,582.0,2023,11,11
3654,CONDOS,1600  Broadway,New York,10019,2.0,2.0,1639.0,2004.0,56,6500000.0,3966.0,2023,11,11
3655,LAND,70   St,Arverne,11692,2.0,2.0,,1952.0,56,780000.0,,2023,11,11
3656,COOP,135  Eastern Pkwy,Brooklyn,11238,0.0,1.0,,1926.0,56,500000.0,,2023,11,11
3657,MULTI_FAMILY,86  Tioga St,Staten Island,10301,2.0,3.0,3420.0,1975.0,56,1200000.0,351.0,2023,11,11
3658,SINGLE_FAMILY,221-24  113th Ave,Queens Village,11429,5.0,4.0,2000.0,2023.0,56,949000.0,475.0,2023,11,11
3659,MULTI_FAMILY,51 E 126th St,New York,10035,0.0,2.0,3812.0,1909.0,56,1279900.0,336.0,2023,11,11
3660,MULTI_FAMILY,Withheld Hwy,Brooklyn,11203,2.0,2.0,,1952.0,56,829000.0,,2023,11,11
3661,SINGLE_FAMILY,20-02  43rd St,Astoria,11105,3.0,2.0,2160.0,1940.0,56,1378000.0,638.0,2023,11,11
3662,TOWNHOMES,48  Commerce St,New York,10014,9.0,9.0,4860.0,1844.0,56,10000000.0,2058.0,2023,11,11
3663,COOP,1725  York Ave,New York,10128,2.0,2.0,1350.0,1971.0,56,1450000.0,1074.0,2023,11,11
3664,CONDOS,44 E 67th St,New York,10065,2.0,2.0,1200.0,1941.0,57,2200000.0,1833.0,2023,11,10
3665,CONDOS,2350 W 11th St,Brooklyn,11223,2.0,2.0,1026.0,2021.0,57,748000.0,729.0,2023,11,10
3666,CONDOS,2350 W 11th St,Brooklyn,11223,1.0,1.0,707.0,2021.0,57,538000.0,761.0,2023,11,10
3667,CONDOS,2350 W 11th St,Brooklyn,11223,1.0,1.0,824.0,2021.0,57,595000.0,722.0,2023,11,10
3668,CONDOS,2350 W 11th St,Brooklyn,11223,1.0,1.0,737.0,2021.0,57,548000.0,744.0,2023,11,10
3669,SINGLE_FAMILY,251-25  Thornhill Ave,Little Neck,11362,4.0,3.0,,1968.0,57,1280000.0,,2023,11,10
3670,SINGLE_FAMILY,558  Rensselaer Ave,Staten Island,10312,4.0,1.0,2304.0,1979.0,57,1250000.0,543.0,2023,11,10
3671,COOP,315 E 70th St,Manhattan,10021,2.0,1.0,900.0,1960.0,57,700000.0,778.0,2023,11,10
3672,CONDOS,4102  8th Ave,Brooklyn,11232,2.0,1.0,740.0,2015.0,57,649000.0,877.0,2023,11,10
3673,CONDOS,30  Front St,Brooklyn,11201,2.0,2.0,1325.0,2021.0,57,2995000.0,2260.0,2023,11,10
3674,MULTI_FAMILY,11431  120th St,South Ozone Park,11420,3.0,2.0,1300.0,1925.0,57,689888.0,531.0,2023,11,10
3675,COOP,83-30  Vietor Ave,Elmhurst,11373,1.0,1.0,1050.0,1963.0,57,388000.0,370.0,2023,11,10
3676,CONDOS,1232 E 82nd St,Brooklyn,11236,2.0,1.0,931.0,1986.0,57,409900.0,440.0,2023,11,10
3677,COOP,80 E End Ave,Manhattan,10028,3.0,2.0,,1958.0,57,1695000.0,,2023,11,10
3678,COOP,825  Walton Ave,Bronx,10451,1.0,1.0,,1929.0,57,185000.0,,2023,11,10
3679,MULTI_FAMILY,423  Beach 63rd St,Far Rockaway,11692,5.0,2.0,,1940.0,57,565000.0,,2023,11,10
3680,CONDOS,30  Front St,Brooklyn,11201,2.0,2.0,1325.0,2021.0,57,2995000.0,2260.0,2023,11,10
3681,SINGLE_FAMILY,7811  10th Ave,Brooklyn,11228,3.0,1.0,1888.0,1925.0,57,1298000.0,688.0,2023,11,10
3682,CONDOS,524  Manhattan Ave,Brooklyn,11222,2.0,3.0,2455.0,2008.0,57,7995000.0,3257.0,2023,11,10
3683,TOWNHOMES,455  Craig Ave,Staten Island,10307,2.0,1.0,1260.0,1995.0,57,579999.0,460.0,2023,11,10
3684,COOP,345 E 73rd St,New York,10021,1.0,1.0,750.0,1960.0,57,775000.0,1033.0,2023,11,10
3685,COOP,125-10  Queens Blvd,Kew Gardens,11415,1.0,1.0,,1960.0,57,278000.0,,2023,11,10
3686,SINGLE_FAMILY,1119  Targee St,Staten Island,10304,2.0,1.0,,1950.0,57,648888.0,,2023,11,10
3687,CONDOS,171 W 57th St,New York,10019,4.0,3.0,2578.0,1922.0,57,3995000.0,1550.0,2023,11,10
3688,SINGLE_FAMILY,76  Hooker Pl,Staten Island,10302,3.0,1.0,1888.0,2023.0,57,765000.0,405.0,2023,11,10
3689,MULTI_FAMILY,29  Bay 10th St,Brooklyn,11228,4.0,2.0,2024.0,1952.0,57,999900.0,494.0,2023,11,10
3690,CONDOS,45 E 7th St,New York,10003,5.0,6.0,4000.0,2021.0,57,10245000.0,2561.0,2023,11,10
3691,COOP,181 E 93rd St,New York,10128,2.0,1.0,,1928.0,57,759000.0,,2023,11,10
3692,COOP,50  Sutton Pl,New York,10022,1.0,1.0,,1956.0,57,630000.0,,2023,11,10
3693,CONDOS,15 E 30th St,New York,10016,2.0,2.0,1402.0,1952.0,57,4250000.0,3031.0,2023,11,10
3694,CONDOS,422 W 20th St,New York,10011,2.0,1.0,906.0,1920.0,57,1490000.0,1645.0,2023,11,10
3695,COOP,444 E 75th St,New York,10021,0.0,1.0,550.0,1964.0,57,460000.0,836.0,2023,11,10
3696,SINGLE_FAMILY,25  Riverside Dr,New York,10023,8.0,8.0,12000.0,1910.0,57,55000000.0,4583.0,2023,11,10
3697,CONDOS,225  Lafayette St,New York,10012,2.0,2.0,1254.0,1926.0,57,2500000.0,1994.0,2023,11,10
3698,CONDOS,200  Riverside Blvd,New York,10069,4.0,4.0,2645.0,1998.0,57,4699000.0,1777.0,2023,11,10
3699,COOP,257  Central Park,New York,10024,4.0,3.0,,1906.0,57,11000000.0,,2023,11,10
3700,COOP,626 W 136th St,New York,10031,3.0,1.0,,1905.0,57,475000.0,,2023,11,10
3701,CONDOS,101 W 24th St,New York,10011,1.0,1.0,836.0,2008.0,57,1595000.0,1908.0,2023,11,10
3702,COOP,811  Walton Ave,Bronx,10451,1.0,1.0,,1927.0,57,299000.0,,2023,11,10
3703,COOP,255 W 90th St,New York,10024,4.0,3.0,,1909.0,57,4995000.0,,2023,11,10
3704,TOWNHOMES,411  Montauk Ave,Brooklyn,11208,4.0,2.0,1330.0,1899.0,57,575000.0,432.0,2023,11,10
3705,MULTI_FAMILY,162 W 162nd St,Bronx,10452,9.0,6.0,3912.0,2005.0,57,1075000.0,275.0,2023,11,10
3706,CONDOS,109-18  Lefferts Blvd,Jamaica,11420,1.0,1.0,,1927.0,57,294999.0,,2023,11,10
3707,COOP,302  96th St,Brooklyn,11209,1.0,1.0,750.0,1951.0,57,329000.0,439.0,2023,11,10
3708,COOP,17-85  215th St,Bayside,11360,2.0,2.0,,1970.0,57,670000.0,,2023,11,10
3709,SINGLE_FAMILY,107-21  114th St,Richmond Hill,11418,4.0,2.0,,1935.0,57,782280.0,,2023,11,10
3710,SINGLE_FAMILY,1140 E 224th St,Bronx,10466,2.0,1.0,1131.0,1925.0,57,535000.0,473.0,2023,11,10
3711,COOP,300 E 59th St,Manhattan,10022,1.0,1.0,1085.0,1974.0,57,995000.0,917.0,2023,11,10
3712,CONDOS,310 E 86th St,New York,10028,3.0,3.0,2480.0,2023.0,57,5300000.0,2137.0,2023,11,10
3713,SINGLE_FAMILY,224-20  145th Rd,Springfield Gardens,11413,3.0,1.0,1302.0,1930.0,57,738280.0,567.0,2023,11,10
3714,CONDOS,15272  Melbourne Ave,Queens,11367,1.0,1.0,821.0,1963.0,57,538000.0,655.0,2023,11,10
3715,CONDOS,595  Main St,Roosevelt Island,10044,0.0,1.0,721.0,1952.0,57,595000.0,825.0,2023,11,10
3716,SINGLE_FAMILY,1165 E 54th St,Brooklyn,11234,2.0,1.0,800.0,1966.0,57,280000.0,350.0,2023,11,10
3717,MULTI_FAMILY,154A  Hicks St,Brooklyn Heights,11201,2.0,5.0,4015.0,1850.0,57,7499000.0,1868.0,2023,11,10
3718,MULTI_FAMILY,8424  Glenwood Rd,Brooklyn,11236,3.0,2.0,1800.0,1920.0,57,729000.0,405.0,2023,11,10
3719,COOP,80  Central Park,Manhattan,10023,1.0,1.0,,1968.0,57,1998000.0,,2023,11,10
3720,COOP,150 E 83rd St,New York,10028,1.0,1.0,370.0,1930.0,57,439000.0,1186.0,2023,11,10
3721,MULTI_FAMILY,2885 E 195th St,Bronx,10461,7.0,4.0,3240.0,1927.0,57,1200000.0,370.0,2023,11,10
3722,SINGLE_FAMILY,119-56  Farmers Blvd,Jamaica,11412,4.0,3.0,,1925.0,57,839000.0,,2023,11,10
3723,CONDOS,150  Richardson St,Brooklyn,11211,1.0,1.0,737.0,2015.0,57,1150000.0,1560.0,2023,11,10
3724,SINGLE_FAMILY,1119  Targee St,Staten Island,10304,2.0,1.0,952.0,1950.0,57,648888.0,682.0,2023,11,10
3725,SINGLE_FAMILY,2164 E 72nd St,Brooklyn,11234,3.0,2.0,2700.0,1950.0,57,1099000.0,407.0,2023,11,10
3726,SINGLE_FAMILY,54 E Augusta Ave,Staten Island,10308,3.0,1.0,2200.0,1972.0,57,680000.0,309.0,2023,11,10
3727,COOP,105-10  66th Ave,Forest Hills,11375,2.0,1.0,,1955.0,57,418000.0,,2023,11,10
3728,SINGLE_FAMILY,112-37  180th St,Jamaica,11433,4.0,4.0,,1940.0,57,745000.0,,2023,11,10
3729,CONDOS,250 W 90th St,Manhattan,10024,1.0,1.0,640.0,1986.0,57,925000.0,1445.0,2023,11,10
3730,SINGLE_FAMILY,767  Brighton Ave,Staten Island,10301,3.0,2.0,1332.0,1930.0,57,749000.0,562.0,2023,11,10
3731,COOP,9707  4th Ave,Brooklyn,11209,1.0,1.0,900.0,1957.0,57,398000.0,442.0,2023,11,10
3732,COOP,4555  Henry Hudson Pkwy,Bronx,10471,2.0,1.0,,1953.0,57,408000.0,,2023,11,10
3733,COOP,9707  4th Ave,Brooklyn,11209,1.0,1.0,900.0,1957.0,57,398000.0,442.0,2023,11,10
3734,MULTI_FAMILY,553  Ashford St,Brooklyn,11207,8.0,2.0,2000.0,1901.0,57,928000.0,464.0,2023,11,10
3735,MULTI_FAMILY,553  Ashford St,Brooklyn,11207,8.0,2.0,2000.0,1901.0,57,928000.0,464.0,2023,11,10
3736,SINGLE_FAMILY,2303 E 66th St,Brooklyn,11234,6.0,4.0,2800.0,1960.0,57,1659000.0,593.0,2023,11,10
3737,COOP,415 E 85th St,New York,10028,2.0,2.0,,1988.0,57,1050000.0,,2023,11,10
3738,CONDOS,136-18  Maple Ave,Flushing,11355,1.0,1.0,561.0,2022.0,57,785000.0,1399.0,2023,11,10
3739,COOP,168 E 90th St,New York,10128,2.0,1.0,,1920.0,57,950000.0,,2023,11,10
3740,COOP,415 E 85th St,New York,10028,2.0,2.0,,1988.0,57,1050000.0,,2023,11,10
3741,COOP,519 E 87th St,New York,10128,2.0,2.0,,1910.0,57,499000.0,,2023,11,10
3742,CONDOS,411 E 53rd St,Manhattan,10022,2.0,1.0,989.0,1958.0,57,875000.0,885.0,2023,11,10
3743,MULTI_FAMILY,112-29  180th St,Addisleigh Park,11433,6.0,5.0,,1940.0,57,1148000.0,,2023,11,10
3744,COOP,129 E 102nd St,New York,10029,2.0,1.0,750.0,1930.0,57,325000.0,433.0,2023,11,10
3745,TOWNHOMES,28-16  37th St,Astoria,11103,6.0,2.0,,1928.0,57,1495000.0,,2023,11,10
3746,MULTI_FAMILY,15-60  216th St,Bayside,11360,7.0,4.0,3726.0,1968.0,57,1599999.0,429.0,2023,11,10
3747,TOWNHOMES,103-12  114th St,Richmond Hill South,11419,3.0,2.0,,1920.0,57,579000.0,,2023,11,10
3748,SINGLE_FAMILY,160-44  26th Ave,Flushing,11358,2.0,1.0,1440.0,1945.0,57,728000.0,506.0,2023,11,10
3749,MULTI_FAMILY,138-03  Lakewood Ave,Jamaica,11435,5.0,4.0,4108.0,1960.0,57,999900.0,243.0,2023,11,10
3750,COOP,3 E 77th St,Manhattan,10075,2.0,2.0,,1927.0,57,2995000.0,,2023,11,10
3751,CONDOS,1657 E 19th St,Brooklyn,11229,0.0,1.0,462.0,2022.0,57,370000.0,801.0,2023,11,10
3752,COOP,3121  Middletown Rd,Bronx,10461,1.0,1.0,660.0,1963.0,57,165000.0,250.0,2023,11,10
3753,COOP,114  Garfield Pl,Brooklyn,11215,2.0,1.0,900.0,1920.0,57,1150000.0,1278.0,2023,11,10
3754,MULTI_FAMILY,2026  Mayflower Ave,Bronx,10461,4.0,2.0,1998.0,1950.0,58,879000.0,440.0,2023,11,9
