,bath,sqft,price,price_per_sqft,bedroom,year
2872,0.6931471805599453,6.977281341630747,13.73755009757506,6.762729506931879,1.0986122886681098,0.5511111111111111
2874,1.6094379124341003,8.204124932574041,16.066802461833923,7.8632667240095735,1.6094379124341003,0.96
2875,1.3862943611198906,7.576097340623111,14.48334044336031,6.90875477931522,1.3862943611198906,0.7244444444444444
2876,0.6931471805599453,7.0909098220799835,13.178745601197818,6.091309882077698,1.0986122886681098,0.6755555555555556
2880,1.9459101490553132,9.153558357877198,15.747032114495013,6.594413459749778,2.0794415416798357,0.9066666666666666
2881,0.6931471805599453,6.8501261661455,13.527829818844937,6.679599185844383,0.6931471805599453,0.5377777777777778
2883,0.6931471805599453,6.398594934535208,11.652696102959753,5.262690188904886,0.0,0.6888888888888889
2884,0.6931471805599453,6.621405651764134,12.577639650232573,5.961005339623274,0.6931471805599453,0.72
2885,0.6931471805599453,6.400257445308821,13.493928313146206,7.095893221097532,0.0,0.8266666666666667
2886,1.0986122886681098,7.696667081526462,14.038654909278163,6.343880434126331,1.0986122886681098,0.5333333333333333
2887,0.6931471805599453,7.1770187659099,13.560619598657233,6.386879319362645,1.3862943611198906,0.5777777777777777
2889,1.791759469228055,8.475746001502063,14.284889617206765,5.811140992976701,1.9459101490553132,0.9911111111111112
2891,0.6931471805599453,6.7464121285733745,12.296831574998258,5.556828061699537,1.0986122886681098,0.7111111111111111
2892,1.0986122886681098,7.640603826393634,13.76369186241981,6.124683390894205,1.791759469228055,0.44
2893,1.0986122886681098,8.170185652879642,14.077875591662238,5.910796644040527,2.4849066497880004,0.44
2894,0.6931471805599453,7.018401799069201,13.171155446333852,6.154858094016418,1.3862943611198906,0.8266666666666667
2896,1.0986122886681098,7.0909098220799835,13.547632419997361,6.459904454377535,1.0986122886681098,0.9688888888888889
2897,1.0986122886681098,7.606387389772652,14.690562958662095,7.085901464365611,1.0986122886681098,0.8177777777777778
2899,1.3862943611198906,7.498315870766981,15.200554387495371,7.703459047867175,1.0986122886681098,0.5333333333333333
2901,1.0986122886681098,7.244941546337007,14.217637433703022,6.974478911025045,1.0986122886681098,0.7022222222222222
2902,1.0986122886681098,7.2399325913204695,14.855787622976248,7.617267813628347,1.0986122886681098,0.5822222222222222
2903,0.6931471805599453,6.102558594613569,13.217675375388819,7.1180162044653335,0.0,0.8444444444444444
2904,1.3862943611198906,7.81156848934518,15.605602137036527,7.794823152179389,1.6094379124341003,0.9866666666666667
2905,0.6931471805599453,6.90875477931522,14.126665719201661,7.2196420401307355,0.6931471805599453,0.6933333333333334
2908,0.6931471805599453,6.7464121285733745,12.296831574998258,5.556828061699537,1.0986122886681098,0.6755555555555556
2909,1.791759469228055,8.824824939175638,16.20243689130383,7.3783837129967145,2.0794415416798357,0.4888888888888889
2911,0.6931471805599453,7.247792581767846,13.19189130572284,5.948034989180646,1.3862943611198906,0.8533333333333334
2912,0.6931471805599453,6.68586094706836,12.793862088206213,6.111467339502679,0.6931471805599453,0.6977777777777778
2914,1.791759469228055,8.612685172875459,15.248211530561777,6.637258031284457,2.1972245773362196,0.9333333333333333
2916,1.3862943611198906,7.763446388727362,13.910821646859095,6.150602768446279,2.1972245773362196,0.8666666666666667
2918,1.0986122886681098,7.650168700845001,14.22030944419592,6.5722825426940075,1.3862943611198906,0.5777777777777777
2921,0.6931471805599453,7.573017256052546,13.345508528717259,5.777652323222656,1.3862943611198906,0.7333333333333333
2922,1.6094379124341003,8.017307507688582,15.067988057145726,7.051855622955894,1.6094379124341003,0.8266666666666667
2923,0.6931471805599453,6.410174881966167,13.296318365198623,6.8885724595653635,0.6931471805599453,0.9377777777777778
2925,0.6931471805599453,7.8434564043761155,13.815510557964274,5.973809611869261,1.6094379124341003,0.7244444444444444
2926,1.0986122886681098,7.594381242551817,13.76316513133229,6.171700597410915,1.3862943611198906,0.6
2929,1.0986122886681098,7.484368643286131,13.457407451830088,5.976350909297934,1.3862943611198906,0.92
2931,1.3862943611198906,6.202535517187923,14.403297222866392,8.20303024171486,1.3862943611198906,0.5333333333333333
2932,1.0986122886681098,7.3783837129967145,13.592368256649284,6.2166061010848646,1.3862943611198906,0.6755555555555556
2935,0.6931471805599453,7.429520842786462,13.361381852676738,5.934894195619588,1.6094379124341003,0.8933333333333333
2936,1.0986122886681098,7.0909098220799835,14.444119750719839,7.355001921105257,1.0986122886681098,0.84
2937,0.6931471805599453,7.429520842786462,13.361381852676738,5.934894195619588,1.6094379124341003,0.8933333333333333
2938,1.0986122886681098,7.422373700986824,14.069291164947266,6.648984550024776,1.3862943611198906,0.6222222222222222
2939,1.791759469228055,7.791109510610028,14.346080572036586,6.556778356158042,2.0794415416798357,0.5555555555555556
2941,0.6931471805599453,6.646390514847729,13.244405773536606,6.601230118728877,0.6931471805599453,0.6666666666666666
2942,0.6931471805599453,6.799055862058796,13.377007146164305,6.580639137284949,1.0986122886681098,0.6444444444444445
2943,1.3862943611198906,8.59062950948942,16.61887099947687,8.028781162487148,1.6094379124341003,0.8933333333333333
2945,1.0986122886681098,7.180069874302796,14.45472992420301,7.275864600546533,1.0986122886681098,0.8844444444444445
